prompt_id,L1,speaker,condition,ref,hyp,wer
arctic_a0037,Spanish,EBVS,nat+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+nat,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+nat_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+l2_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+noise,I was the only one who remained sitting., I was I was,0.75
arctic_a0037,Vietnamese,HQTV,nat+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0070,Arabic,ZHAA,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Arabic,ZHAA,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Chinese,BWC,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Hindi,SVBI,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Korean,HJK,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Spanish,EBVS,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Vietnamese,HQTV,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Vietnamese,HQTV,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0082,Arabic,ZHAA,nat+nat,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+nat_diff_utt,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+l2_same,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+interp,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+noise,His face was streaming with blood., His face was,0.5
arctic_a0082,Arabic,ZHAA,nat+zero_0,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+zero_100,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+zero_200,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+zero_400,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Arabic,ZHAA,nat+zero_800,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+nat,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+nat_diff_utt,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+l2_same,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+interp,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+noise,His face was streaming with blood., His face was,0.5
arctic_a0082,Chinese,BWC,nat+zero_0,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+zero_100,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+zero_200,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+zero_400,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Chinese,BWC,nat+zero_800,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+nat,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+nat_diff_utt,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+l2_same,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+interp,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+noise,His face was streaming with blood., His face was,0.5
arctic_a0082,Hindi,SVBI,nat+zero_0,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+zero_100,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+zero_200,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+zero_400,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Hindi,SVBI,nat+zero_800,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+nat,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+nat_diff_utt,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+l2_same,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+interp,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+noise,His face was streaming with blood., His face was,0.5
arctic_a0082,Korean,HJK,nat+zero_0,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+zero_100,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+zero_200,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+zero_400,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Korean,HJK,nat+zero_800,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+nat,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+nat_diff_utt,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+l2_same,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+interp,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+noise,His face was streaming with blood., His face was,0.5
arctic_a0082,Spanish,EBVS,nat+zero_0,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+zero_100,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+zero_200,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+zero_400,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Spanish,EBVS,nat+zero_800,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+nat,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+nat_diff_utt,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+l2_same,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+interp,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+noise,His face was streaming with blood., His face was,0.5
arctic_a0082,Vietnamese,HQTV,nat+zero_0,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+zero_100,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+zero_200,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+zero_400,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0082,Vietnamese,HQTV,nat+zero_800,His face was streaming with blood., His face was streaming with blood.,0.0
arctic_a0101,Arabic,ZHAA,nat+nat,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+nat_diff_utt,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+l2_same,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+interp,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+noise,"You, you would not keep the truth from me.", You.,0.8888888888888888
arctic_a0101,Arabic,ZHAA,nat+zero_0,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+zero_100,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+zero_200,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+zero_400,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Arabic,ZHAA,nat+zero_800,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+nat,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+nat_diff_utt,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+l2_same,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+interp,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+noise,"You, you would not keep the truth from me.", You.,0.8888888888888888
arctic_a0101,Chinese,BWC,nat+zero_0,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+zero_100,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+zero_200,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+zero_400,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Chinese,BWC,nat+zero_800,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+nat,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+nat_diff_utt,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+l2_same,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+interp,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+noise,"You, you would not keep the truth from me.", You.,0.8888888888888888
arctic_a0101,Hindi,SVBI,nat+zero_0,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+zero_100,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+zero_200,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+zero_400,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Hindi,SVBI,nat+zero_800,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+nat,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+nat_diff_utt,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+l2_same,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+interp,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+noise,"You, you would not keep the truth from me.", You.,0.8888888888888888
arctic_a0101,Korean,HJK,nat+zero_0,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+zero_100,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+zero_200,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+zero_400,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Korean,HJK,nat+zero_800,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+nat,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+nat_diff_utt,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+l2_same,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+interp,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+noise,"You, you would not keep the truth from me.", You.,0.8888888888888888
arctic_a0101,Spanish,EBVS,nat+zero_0,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+zero_100,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+zero_200,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+zero_400,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Spanish,EBVS,nat+zero_800,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+nat,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+nat_diff_utt,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+l2_same,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+interp,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+noise,"You, you would not keep the truth from me.", You.,0.8888888888888888
arctic_a0101,Vietnamese,HQTV,nat+zero_0,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+zero_100,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+zero_200,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+zero_400,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0101,Vietnamese,HQTV,nat+zero_800,"You, you would not keep the truth from me."," You, you would not keep the truth from me.",0.0
arctic_a0106,Arabic,ZHAA,nat+nat,The emotion which she had suppressed burst forth now in a choking sob., the emotion which she had suppressed burst forth now in a choking sob.,0.0
arctic_a0106,Arabic,ZHAA,nat+nat_diff_utt,The emotion which she had suppressed burst forth now in a choking sob., the emotion which she had suppressed burst forth now in a choking sob.,0.0
arctic_a0106,Arabic,ZHAA,nat+l2_same,The emotion which she had suppressed burst forth now in a choking sob., the emotion which she had suppressed burst forth now in a choking sob.,0.0
