prompt_id,L1,speaker,condition,ref,hyp,wer
arctic_a0037,Hindi,SVBI,l2+l2,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+l2_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+nat_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+noise,I was the only one who remained sitting., I was I was,0.75
arctic_a0037,Hindi,SVBI,nat+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,nat+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,nat+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,nat+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,nat+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,nat+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Hindi,SVBI,l2+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+nat,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+nat_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+l2_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+noise,I was the only one who remained sitting., I was I was,0.75
arctic_a0037,Korean,HJK,l2+l2,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+l2_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+nat_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+noise,I was the only one who remained sitting., I was the,0.625
arctic_a0037,Korean,HJK,nat+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,nat+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Korean,HJK,l2+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+nat,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+nat_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+l2_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+noise,I was the only one who remained sitting., I was I was,0.75
arctic_a0037,Spanish,EBVS,l2+l2,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+l2_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+nat_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+noise,I was the only one who remained sitting., I was the only.,0.5
arctic_a0037,Spanish,EBVS,nat+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,nat+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Spanish,EBVS,l2+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+nat,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+nat_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+l2_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+noise,I was the only one who remained sitting., I was I was,0.75
arctic_a0037,Vietnamese,HQTV,l2+l2,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+l2_diff_utt,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+nat_same,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+interp,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+noise,I was the only one who remained sitting., I was,0.75
arctic_a0037,Vietnamese,HQTV,nat+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+zero_0,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+zero_100,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+zero_200,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+zero_400,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+zero_800,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,nat+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0037,Vietnamese,HQTV,l2+empty_pad,I was the only one who remained sitting., I was the only one who remained sitting.,0.0
arctic_a0070,Arabic,ZHAA,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Arabic,ZHAA,l2+l2,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+l2_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+nat_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Arabic,ZHAA,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Grigson and begin his work there.,0.09090909090909091
arctic_a0070,Arabic,ZHAA,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Grigson and begin his work there.,0.09090909090909091
arctic_a0070,Arabic,ZHAA,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Grigson and begin his work there.,0.09090909090909091
arctic_a0070,Arabic,ZHAA,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Grigson and begin his work there.,0.09090909090909091
arctic_a0070,Arabic,ZHAA,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,nat+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Arabic,ZHAA,l2+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Chinese,BWC,l2+l2,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,l2+l2_diff_utt,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,l2+nat_same,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,l2+interp,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,l2+noise,He would first hunt up Gregson and begin his work there., He will first hand up,0.7272727272727273
arctic_a0070,Chinese,BWC,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,l2+zero_0,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,l2+zero_100,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,l2+zero_200,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,l2+zero_400,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,l2+zero_800,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Chinese,BWC,nat+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Chinese,BWC,l2+empty_pad,He would first hunt up Gregson and begin his work there., He will first hand up Grayson and begin his work there.,0.2727272727272727
arctic_a0070,Hindi,SVBI,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Hindi,SVBI,l2+l2,He would first hunt up Gregson and begin his work there., He would first hunt up Gretchen and begin his work there.,0.09090909090909091
arctic_a0070,Hindi,SVBI,l2+l2_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+nat_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Grekson and begin his work there.,0.09090909090909091
arctic_a0070,Hindi,SVBI,l2+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Hindi,SVBI,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Grecson and begin his work there.,0.09090909090909091
arctic_a0070,Hindi,SVBI,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Grecson and begin his work there.,0.09090909090909091
arctic_a0070,Hindi,SVBI,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Grecson and begin his work there.,0.09090909090909091
arctic_a0070,Hindi,SVBI,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,nat+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Hindi,SVBI,l2+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Korean,HJK,l2+l2,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,l2+l2_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,l2+nat_same,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,l2+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,l2+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Korean,HJK,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,l2+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,l2+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,nat+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,l2+zero_200,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,nat+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,l2+zero_400,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,nat+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,l2+zero_800,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Korean,HJK,nat+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Korean,HJK,l2+empty_pad,He would first hunt up Gregson and begin his work there., He would first hunt up Graxin and begin his work there.,0.09090909090909091
arctic_a0070,Spanish,EBVS,nat+nat,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+nat_diff_utt,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+l2_same,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+interp,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,nat+noise,He would first hunt up Gregson and begin his work there., He would,0.8181818181818182
arctic_a0070,Spanish,EBVS,l2+l2,He would first hunt up Gregson and begin his work there., He would first hand Kersen and begin his work there.,0.2727272727272727
arctic_a0070,Spanish,EBVS,l2+l2_diff_utt,He would first hunt up Gregson and begin his work there., He would first hand Kersen and begin his work there.,0.2727272727272727
arctic_a0070,Spanish,EBVS,l2+nat_same,He would first hunt up Gregson and begin his work there., He would first hand Kersen and begin his work there.,0.2727272727272727
arctic_a0070,Spanish,EBVS,l2+interp,He would first hunt up Gregson and begin his work there., He would first hand Kersen and begin his work there.,0.2727272727272727
arctic_a0070,Spanish,EBVS,l2+noise,He would first hunt up Gregson and begin his work there., He would first hand person and begin his work there,0.2727272727272727
arctic_a0070,Spanish,EBVS,nat+zero_0,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
arctic_a0070,Spanish,EBVS,l2+zero_0,He would first hunt up Gregson and begin his work there., He would first hand person and begin his work there.,0.2727272727272727
arctic_a0070,Spanish,EBVS,nat+zero_100,He would first hunt up Gregson and begin his work there., He would first hunt up Gregson and begin his work there.,0.0
