prompt_id,L1,speaker,alpha,wer,method,utterance_id,expected_wer_mean,delta_wer
arctic_a0099,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0099,0.0,0.0
arctic_a0106,Chinese,BWC,1.0,0.3846153846153846,dtw_aligned,arctic_a0106,0.0,0.3846153846153846
arctic_a0106,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0106,0.0,0.0
arctic_a0106,Korean,HJK,1.0,0.0769230769230769,dtw_aligned,arctic_a0106,0.0,0.0769230769230769
arctic_a0106,Vietnamese,HQTV,1.0,0.2307692307692307,dtw_aligned,arctic_a0106,0.0,0.2307692307692307
arctic_a0106,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0106,0.0,0.0
arctic_a0106,Arabic,ZHAA,1.0,0.1538461538461538,dtw_aligned,arctic_a0106,0.0,0.1538461538461538
arctic_a0112,Chinese,BWC,1.0,0.1666666666666666,dtw_aligned,arctic_a0112,0.0,0.1666666666666666
arctic_a0112,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0112,0.0,0.0
arctic_a0112,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0112,0.0,0.0
arctic_a0112,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0112,0.0,0.0
arctic_a0112,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0112,0.0,0.0
arctic_a0112,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0112,0.0,0.0
arctic_a0121,Chinese,BWC,1.0,0.0,dtw_aligned,arctic_a0121,0.0,0.0
arctic_a0121,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0121,0.0,0.0
arctic_a0121,Korean,HJK,1.0,0.0909090909090909,dtw_aligned,arctic_a0121,0.0,0.0909090909090909
arctic_a0121,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0121,0.0,0.0
arctic_a0121,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0121,0.0,0.0
arctic_a0121,Arabic,ZHAA,1.0,0.0909090909090909,dtw_aligned,arctic_a0121,0.0,0.0909090909090909
arctic_a0128,Chinese,BWC,1.0,0.0,dtw_aligned,arctic_a0128,0.0,0.0
arctic_a0128,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0128,0.0,0.0
arctic_a0128,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0128,0.0,0.0
arctic_a0128,Vietnamese,HQTV,1.0,0.0909090909090909,dtw_aligned,arctic_a0128,0.0,0.0909090909090909
arctic_a0128,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0128,0.0,0.0
arctic_a0128,Arabic,ZHAA,1.0,0.0909090909090909,dtw_aligned,arctic_a0128,0.0,0.0909090909090909
arctic_a0132,Chinese,BWC,1.0,0.125,dtw_aligned,arctic_a0132,0.0,0.125
arctic_a0132,Spanish,EBVS,1.0,0.125,dtw_aligned,arctic_a0132,0.0,0.125
arctic_a0132,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0132,0.0,0.0
arctic_a0132,Vietnamese,HQTV,1.0,0.125,dtw_aligned,arctic_a0132,0.0,0.125
arctic_a0132,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0132,0.0,0.0
arctic_a0132,Arabic,ZHAA,1.0,0.125,dtw_aligned,arctic_a0132,0.0,0.125
arctic_a0150,Chinese,BWC,1.0,0.25,dtw_aligned,arctic_a0150,0.0,0.25
arctic_a0150,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0150,0.0,0.0
arctic_a0150,Korean,HJK,1.0,0.25,dtw_aligned,arctic_a0150,0.0,0.25
arctic_a0150,Vietnamese,HQTV,1.0,0.25,dtw_aligned,arctic_a0150,0.0,0.25
arctic_a0150,Hindi,SVBI,1.0,0.25,dtw_aligned,arctic_a0150,0.0,0.25
arctic_a0150,Arabic,ZHAA,1.0,0.25,dtw_aligned,arctic_a0150,0.0,0.25
arctic_a0155,Chinese,BWC,1.0,0.0,dtw_aligned,arctic_a0155,0.0,0.0
arctic_a0155,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0155,0.0,0.0
arctic_a0155,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0155,0.0,0.0
arctic_a0155,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0155,0.0,0.0
arctic_a0155,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0155,0.0,0.0
arctic_a0155,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0155,0.0,0.0
arctic_a0157,Chinese,BWC,1.0,0.0,dtw_aligned,arctic_a0157,0.1,-0.1
arctic_a0157,Spanish,EBVS,1.0,0.3,dtw_aligned,arctic_a0157,0.1,0.19999999999999998
arctic_a0157,Korean,HJK,1.0,0.2,dtw_aligned,arctic_a0157,0.1,0.1
arctic_a0157,Vietnamese,HQTV,1.0,0.2,dtw_aligned,arctic_a0157,0.1,0.1
arctic_a0157,Hindi,SVBI,1.0,0.1,dtw_aligned,arctic_a0157,0.1,0.0
arctic_a0157,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0157,0.1,-0.1
arctic_a0162,Chinese,BWC,1.0,0.5,dtw_aligned,arctic_a0162,0.0,0.5
arctic_a0162,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0162,0.0,0.0
arctic_a0162,Korean,HJK,1.0,0.5,dtw_aligned,arctic_a0162,0.0,0.5
arctic_a0162,Vietnamese,HQTV,1.0,0.1666666666666666,dtw_aligned,arctic_a0162,0.0,0.1666666666666666
arctic_a0162,Hindi,SVBI,1.0,0.3333333333333333,dtw_aligned,arctic_a0162,0.0,0.3333333333333333
arctic_a0162,Arabic,ZHAA,1.0,0.3333333333333333,dtw_aligned,arctic_a0162,0.0,0.3333333333333333
arctic_a0179,Chinese,BWC,1.0,0.125,dtw_aligned,arctic_a0179,0.0,0.125
arctic_a0179,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0179,0.0,0.0
arctic_a0179,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0179,0.0,0.0
arctic_a0179,Vietnamese,HQTV,1.0,0.125,dtw_aligned,arctic_a0179,0.0,0.125
arctic_a0179,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0179,0.0,0.0
arctic_a0179,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0179,0.0,0.0
arctic_a0183,Chinese,BWC,1.0,0.1666666666666666,dtw_aligned,arctic_a0183,0.0,0.1666666666666666
arctic_a0183,Spanish,EBVS,1.0,0.1666666666666666,dtw_aligned,arctic_a0183,0.0,0.1666666666666666
arctic_a0183,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0183,0.0,0.0
arctic_a0183,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0183,0.0,0.0
arctic_a0183,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0183,0.0,0.0
arctic_a0183,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0183,0.0,0.0
arctic_a0258,Chinese,BWC,1.0,0.125,dtw_aligned,arctic_a0258,0.0,0.125
arctic_a0258,Spanish,EBVS,1.0,0.375,dtw_aligned,arctic_a0258,0.0,0.375
arctic_a0258,Korean,HJK,1.0,0.125,dtw_aligned,arctic_a0258,0.0,0.125
arctic_a0258,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0258,0.0,0.0
arctic_a0258,Hindi,SVBI,1.0,0.125,dtw_aligned,arctic_a0258,0.0,0.125
arctic_a0258,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0258,0.0,0.0
arctic_a0268,Chinese,BWC,1.0,0.1538461538461538,dtw_aligned,arctic_a0268,0.0769230769230769,0.0769230769230769
arctic_a0268,Spanish,EBVS,1.0,0.1538461538461538,dtw_aligned,arctic_a0268,0.0769230769230769,0.0769230769230769
arctic_a0268,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0268,0.0769230769230769,-0.0769230769230769
arctic_a0268,Vietnamese,HQTV,1.0,0.0769230769230769,dtw_aligned,arctic_a0268,0.0769230769230769,0.0
arctic_a0268,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0268,0.0769230769230769,-0.0769230769230769
arctic_a0268,Arabic,ZHAA,1.0,0.0769230769230769,dtw_aligned,arctic_a0268,0.0769230769230769,0.0
arctic_a0277,Chinese,BWC,1.0,0.3,dtw_aligned,arctic_a0277,0.1,0.19999999999999998
arctic_a0277,Spanish,EBVS,1.0,0.4,dtw_aligned,arctic_a0277,0.1,0.30000000000000004
arctic_a0277,Korean,HJK,1.0,0.2,dtw_aligned,arctic_a0277,0.1,0.1
arctic_a0277,Vietnamese,HQTV,1.0,0.2,dtw_aligned,arctic_a0277,0.1,0.1
arctic_a0277,Hindi,SVBI,1.0,0.2,dtw_aligned,arctic_a0277,0.1,0.1
arctic_a0277,Arabic,ZHAA,1.0,0.2,dtw_aligned,arctic_a0277,0.1,0.1
arctic_a0284,Chinese,BWC,1.0,0.125,dtw_aligned,arctic_a0284,0.0,0.125
arctic_a0284,Spanish,EBVS,1.0,0.25,dtw_aligned,arctic_a0284,0.0,0.25
arctic_a0284,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0284,0.0,0.0
arctic_a0284,Vietnamese,HQTV,1.0,0.125,dtw_aligned,arctic_a0284,0.0,0.125
arctic_a0284,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0284,0.0,0.0
arctic_a0284,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0284,0.0,0.0
arctic_a0324,Chinese,BWC,1.0,0.2727272727272727,dtw_aligned,arctic_a0324,0.2,0.0727272727272727
arctic_a0324,Spanish,EBVS,1.0,0.3636363636363636,dtw_aligned,arctic_a0324,0.2,0.16363636363636358
arctic_a0324,Korean,HJK,1.0,0.1818181818181818,dtw_aligned,arctic_a0324,0.2,-0.018181818181818216
arctic_a0324,Vietnamese,HQTV,1.0,0.3636363636363636,dtw_aligned,arctic_a0324,0.2,0.16363636363636358
arctic_a0324,Hindi,SVBI,1.0,0.1818181818181818,dtw_aligned,arctic_a0324,0.2,-0.018181818181818216
arctic_a0324,Arabic,ZHAA,1.0,0.3636363636363636,dtw_aligned,arctic_a0324,0.2,0.16363636363636358
arctic_a0328,Chinese,BWC,1.0,0.25,dtw_aligned,arctic_a0328,0.0,0.25
arctic_a0328,Spanish,EBVS,1.0,0.125,dtw_aligned,arctic_a0328,0.0,0.125
arctic_a0328,Korean,HJK,1.0,0.125,dtw_aligned,arctic_a0328,0.0,0.125
arctic_a0328,Vietnamese,HQTV,1.0,0.125,dtw_aligned,arctic_a0328,0.0,0.125
arctic_a0328,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0328,0.0,0.0
arctic_a0328,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0328,0.0,0.0
arctic_a0337,Chinese,BWC,1.0,0.1,dtw_aligned,arctic_a0337,0.2222222222222222,-0.1222222222222222
arctic_a0337,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0337,0.2222222222222222,-0.2222222222222222
arctic_a0337,Korean,HJK,1.0,0.1,dtw_aligned,arctic_a0337,0.2222222222222222,-0.1222222222222222
arctic_a0337,Vietnamese,HQTV,1.0,0.1,dtw_aligned,arctic_a0337,0.2222222222222222,-0.1222222222222222
arctic_a0337,Hindi,SVBI,1.0,0.1,dtw_aligned,arctic_a0337,0.2222222222222222,-0.1222222222222222
arctic_a0337,Arabic,ZHAA,1.0,0.1,dtw_aligned,arctic_a0337,0.2222222222222222,-0.1222222222222222
arctic_a0338,Chinese,BWC,1.0,0.3333333333333333,dtw_aligned,arctic_a0338,0.0,0.3333333333333333
arctic_a0338,Spanish,EBVS,1.0,0.1666666666666666,dtw_aligned,arctic_a0338,0.0,0.1666666666666666
arctic_a0338,Korean,HJK,1.0,0.1666666666666666,dtw_aligned,arctic_a0338,0.0,0.1666666666666666
arctic_a0338,Vietnamese,HQTV,1.0,0.1666666666666666,dtw_aligned,arctic_a0338,0.0,0.1666666666666666
arctic_a0338,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0338,0.0,0.0
arctic_a0338,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0338,0.0,0.0
arctic_a0339,Chinese,BWC,1.0,0.0909090909090909,dtw_aligned,arctic_a0339,0.0,0.0909090909090909
arctic_a0339,Spanish,EBVS,1.0,0.0909090909090909,dtw_aligned,arctic_a0339,0.0,0.0909090909090909
arctic_a0339,Korean,HJK,1.0,0.0909090909090909,dtw_aligned,arctic_a0339,0.0,0.0909090909090909
arctic_a0339,Vietnamese,HQTV,1.0,0.0909090909090909,dtw_aligned,arctic_a0339,0.0,0.0909090909090909
arctic_a0339,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0339,0.0,0.0
arctic_a0339,Arabic,ZHAA,1.0,0.0909090909090909,dtw_aligned,arctic_a0339,0.0,0.0909090909090909
arctic_a0340,Chinese,BWC,1.0,0.2857142857142857,dtw_aligned,arctic_a0340,0.0,0.2857142857142857
arctic_a0340,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0340,0.0,0.0
arctic_a0340,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0340,0.0,0.0
arctic_a0340,Vietnamese,HQTV,1.0,0.1428571428571428,dtw_aligned,arctic_a0340,0.0,0.1428571428571428
arctic_a0340,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0340,0.0,0.0
arctic_a0340,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0340,0.0,0.0
arctic_a0344,Chinese,BWC,1.0,0.4444444444444444,dtw_aligned,arctic_a0344,0.0,0.4444444444444444
arctic_a0344,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0344,0.0,0.0
arctic_a0344,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0344,0.0,0.0
arctic_a0344,Vietnamese,HQTV,1.0,0.1111111111111111,dtw_aligned,arctic_a0344,0.0,0.1111111111111111
arctic_a0344,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0344,0.0,0.0
arctic_a0344,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0344,0.0,0.0
arctic_a0354,Chinese,BWC,1.0,0.1666666666666666,dtw_aligned,arctic_a0354,0.0,0.1666666666666666
arctic_a0354,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0354,0.0,0.0
arctic_a0354,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0354,0.0,0.0
arctic_a0354,Vietnamese,HQTV,1.0,0.1666666666666666,dtw_aligned,arctic_a0354,0.0,0.1666666666666666
arctic_a0354,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0354,0.0,0.0
arctic_a0354,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0354,0.0,0.0
arctic_a0377,Chinese,BWC,1.0,0.1666666666666666,dtw_aligned,arctic_a0377,0.1666666666666666,0.0
arctic_a0377,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0377,0.1666666666666666,-0.1666666666666666
arctic_a0377,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0377,0.1666666666666666,-0.1666666666666666
arctic_a0377,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0377,0.1666666666666666,-0.1666666666666666
arctic_a0377,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0377,0.1666666666666666,-0.1666666666666666
arctic_a0377,Arabic,ZHAA,1.0,0.0833333333333333,dtw_aligned,arctic_a0377,0.1666666666666666,-0.0833333333333333
arctic_a0390,Chinese,BWC,1.0,0.5,dtw_aligned,arctic_a0390,0.0,0.5
arctic_a0390,Spanish,EBVS,1.0,0.2,dtw_aligned,arctic_a0390,0.0,0.2
arctic_a0390,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0390,0.0,0.0
arctic_a0390,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0390,0.0,0.0
arctic_a0390,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0390,0.0,0.0
arctic_a0390,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0390,0.0,0.0
arctic_a0409,Chinese,BWC,1.0,0.1111111111111111,dtw_aligned,arctic_a0409,0.0,0.1111111111111111
arctic_a0409,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0409,0.0,0.0
arctic_a0409,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0409,0.0,0.0
arctic_a0409,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0409,0.0,0.0
arctic_a0409,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0409,0.0,0.0
arctic_a0409,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0409,0.0,0.0
arctic_a0418,Chinese,BWC,1.0,0.1428571428571428,dtw_aligned,arctic_a0418,0.0,0.1428571428571428
arctic_a0418,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0418,0.0,0.0
arctic_a0418,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0418,0.0,0.0
arctic_a0418,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0418,0.0,0.0
arctic_a0418,Hindi,SVBI,1.0,0.4285714285714285,dtw_aligned,arctic_a0418,0.0,0.4285714285714285
arctic_a0418,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0418,0.0,0.0
arctic_a0432,Chinese,BWC,1.0,0.25,dtw_aligned,arctic_a0432,0.0,0.25
arctic_a0432,Spanish,EBVS,1.0,0.0,dtw_aligned,arctic_a0432,0.0,0.0
arctic_a0432,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0432,0.0,0.0
arctic_a0432,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0432,0.0,0.0
arctic_a0432,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0432,0.0,0.0
arctic_a0432,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0432,0.0,0.0
arctic_a0440,Chinese,BWC,1.0,0.25,dtw_aligned,arctic_a0440,0.0,0.25
arctic_a0440,Spanish,EBVS,1.0,0.25,dtw_aligned,arctic_a0440,0.0,0.25
arctic_a0440,Korean,HJK,1.0,0.25,dtw_aligned,arctic_a0440,0.0,0.25
arctic_a0440,Vietnamese,HQTV,1.0,0.5,dtw_aligned,arctic_a0440,0.0,0.5
arctic_a0440,Hindi,SVBI,1.0,0.25,dtw_aligned,arctic_a0440,0.0,0.25
arctic_a0440,Arabic,ZHAA,1.0,0.25,dtw_aligned,arctic_a0440,0.0,0.25
arctic_a0443,Chinese,BWC,1.0,0.1428571428571428,dtw_aligned,arctic_a0443,0.0,0.1428571428571428
arctic_a0443,Spanish,EBVS,1.0,0.1428571428571428,dtw_aligned,arctic_a0443,0.0,0.1428571428571428
arctic_a0443,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0443,0.0,0.0
arctic_a0443,Vietnamese,HQTV,1.0,0.1428571428571428,dtw_aligned,arctic_a0443,0.0,0.1428571428571428
arctic_a0443,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0443,0.0,0.0
arctic_a0443,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0443,0.0,0.0
arctic_a0455,Chinese,BWC,1.0,0.1666666666666666,dtw_aligned,arctic_a0455,0.0,0.1666666666666666
arctic_a0455,Spanish,EBVS,1.0,0.25,dtw_aligned,arctic_a0455,0.0,0.25
arctic_a0455,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0455,0.0,0.0
arctic_a0455,Vietnamese,HQTV,1.0,0.0833333333333333,dtw_aligned,arctic_a0455,0.0,0.0833333333333333
arctic_a0455,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0455,0.0,0.0
arctic_a0455,Arabic,ZHAA,1.0,0.0833333333333333,dtw_aligned,arctic_a0455,0.0,0.0833333333333333
arctic_a0478,Chinese,BWC,1.0,0.3333333333333333,dtw_aligned,arctic_a0478,0.1818181818181818,0.15151515151515152
arctic_a0478,Spanish,EBVS,1.0,0.3333333333333333,dtw_aligned,arctic_a0478,0.1818181818181818,0.15151515151515152
arctic_a0478,Korean,HJK,1.0,0.0833333333333333,dtw_aligned,arctic_a0478,0.1818181818181818,-0.0984848484848485
arctic_a0478,Vietnamese,HQTV,1.0,0.25,dtw_aligned,arctic_a0478,0.1818181818181818,0.0681818181818182
arctic_a0478,Hindi,SVBI,1.0,0.25,dtw_aligned,arctic_a0478,0.1818181818181818,0.0681818181818182
arctic_a0478,Arabic,ZHAA,1.0,0.0833333333333333,dtw_aligned,arctic_a0478,0.1818181818181818,-0.0984848484848485
arctic_a0526,Chinese,BWC,1.0,0.0,dtw_aligned,arctic_a0526,0.0,0.0
arctic_a0526,Spanish,EBVS,1.0,0.1666666666666666,dtw_aligned,arctic_a0526,0.0,0.1666666666666666
arctic_a0526,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0526,0.0,0.0
arctic_a0526,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0526,0.0,0.0
arctic_a0526,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0526,0.0,0.0
arctic_a0526,Arabic,ZHAA,1.0,0.0,dtw_aligned,arctic_a0526,0.0,0.0
arctic_a0541,Chinese,BWC,1.0,0.1428571428571428,dtw_aligned,arctic_a0541,0.0,0.1428571428571428
arctic_a0541,Spanish,EBVS,1.0,0.1428571428571428,dtw_aligned,arctic_a0541,0.0,0.1428571428571428
arctic_a0541,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0541,0.0,0.0
arctic_a0541,Vietnamese,HQTV,1.0,0.0,dtw_aligned,arctic_a0541,0.0,0.0
arctic_a0541,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0541,0.0,0.0
arctic_a0541,Arabic,ZHAA,1.0,0.1428571428571428,dtw_aligned,arctic_a0541,0.0,0.1428571428571428
arctic_a0576,Chinese,BWC,1.0,0.0,dtw_aligned,arctic_a0576,0.0,0.0
arctic_a0576,Spanish,EBVS,1.0,0.1538461538461538,dtw_aligned,arctic_a0576,0.0,0.1538461538461538
arctic_a0576,Korean,HJK,1.0,0.0,dtw_aligned,arctic_a0576,0.0,0.0
arctic_a0576,Vietnamese,HQTV,1.0,0.3846153846153846,dtw_aligned,arctic_a0576,0.0,0.3846153846153846
arctic_a0576,Hindi,SVBI,1.0,0.0,dtw_aligned,arctic_a0576,0.0,0.0
