prompt_id,L1,speaker,alpha,wer
arctic_a0087,Spanish,EBVS,1.0,0.0
arctic_a0087,Korean,HJK,0.0,0.0
arctic_a0087,Korean,HJK,0.25,0.08333333333333333
arctic_a0087,Korean,HJK,0.5,0.08333333333333333
arctic_a0087,Korean,HJK,0.75,0.08333333333333333
arctic_a0087,Korean,HJK,1.0,0.0
arctic_a0087,Vietnamese,HQTV,0.0,0.16666666666666666
arctic_a0087,Vietnamese,HQTV,0.25,0.08333333333333333
arctic_a0087,Vietnamese,HQTV,0.5,0.08333333333333333
arctic_a0087,Vietnamese,HQTV,0.75,0.08333333333333333
arctic_a0087,Vietnamese,HQTV,1.0,0.08333333333333333
arctic_a0087,Hindi,SVBI,0.0,0.08333333333333333
arctic_a0087,Hindi,SVBI,0.25,0.25
arctic_a0087,Hindi,SVBI,0.5,0.08333333333333333
arctic_a0087,Hindi,SVBI,0.75,0.08333333333333333
arctic_a0087,Hindi,SVBI,1.0,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.0,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.25,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.5,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.75,0.08333333333333333
arctic_a0087,Arabic,ZHAA,1.0,0.0
arctic_a0090,Chinese,BWC,0.0,0.4
arctic_a0090,Chinese,BWC,0.25,0.0
arctic_a0090,Chinese,BWC,0.5,0.0
arctic_a0090,Chinese,BWC,0.75,0.0
arctic_a0090,Chinese,BWC,1.0,0.0
arctic_a0090,Spanish,EBVS,0.0,0.0
arctic_a0090,Spanish,EBVS,0.25,0.0
arctic_a0090,Spanish,EBVS,0.5,0.0
arctic_a0090,Spanish,EBVS,0.75,0.0
arctic_a0090,Spanish,EBVS,1.0,0.0
arctic_a0090,Korean,HJK,0.0,0.0
arctic_a0090,Korean,HJK,0.25,0.0
arctic_a0090,Korean,HJK,0.5,0.0
arctic_a0090,Korean,HJK,0.75,0.0
arctic_a0090,Korean,HJK,1.0,0.0
arctic_a0090,Vietnamese,HQTV,0.0,0.0
arctic_a0090,Vietnamese,HQTV,0.25,0.0
arctic_a0090,Vietnamese,HQTV,0.5,0.0
arctic_a0090,Vietnamese,HQTV,0.75,0.0
arctic_a0090,Vietnamese,HQTV,1.0,0.0
arctic_a0090,Hindi,SVBI,0.0,0.0
arctic_a0090,Hindi,SVBI,0.25,0.0
arctic_a0090,Hindi,SVBI,0.5,0.0
arctic_a0090,Hindi,SVBI,0.75,0.0
arctic_a0090,Hindi,SVBI,1.0,0.0
arctic_a0090,Arabic,ZHAA,0.0,0.2
arctic_a0090,Arabic,ZHAA,0.25,0.0
arctic_a0090,Arabic,ZHAA,0.5,0.0
arctic_a0090,Arabic,ZHAA,0.75,0.0
arctic_a0090,Arabic,ZHAA,1.0,0.0
arctic_a0095,Chinese,BWC,0.0,0.07692307692307693
arctic_a0095,Chinese,BWC,0.25,0.38461538461538464
arctic_a0095,Chinese,BWC,0.5,0.6923076923076923
arctic_a0095,Chinese,BWC,0.75,0.07692307692307693
arctic_a0095,Chinese,BWC,1.0,0.0
arctic_a0095,Spanish,EBVS,0.0,0.07692307692307693
arctic_a0095,Spanish,EBVS,0.25,0.23076923076923078
arctic_a0095,Spanish,EBVS,0.5,0.5384615384615384
arctic_a0095,Spanish,EBVS,0.75,0.07692307692307693
arctic_a0095,Spanish,EBVS,1.0,0.0
arctic_a0095,Korean,HJK,0.0,0.0
arctic_a0095,Korean,HJK,0.25,0.0
arctic_a0095,Korean,HJK,0.5,0.15384615384615385
arctic_a0095,Korean,HJK,0.75,0.0
arctic_a0095,Korean,HJK,1.0,0.0
arctic_a0095,Vietnamese,HQTV,0.0,0.0
arctic_a0095,Vietnamese,HQTV,0.25,0.15384615384615385
arctic_a0095,Vietnamese,HQTV,0.5,0.38461538461538464
arctic_a0095,Vietnamese,HQTV,0.75,0.07692307692307693
arctic_a0095,Vietnamese,HQTV,1.0,0.0
arctic_a0095,Hindi,SVBI,0.0,0.0
arctic_a0095,Hindi,SVBI,0.25,0.07692307692307693
arctic_a0095,Hindi,SVBI,0.5,0.07692307692307693
arctic_a0095,Hindi,SVBI,0.75,0.0
arctic_a0095,Hindi,SVBI,1.0,0.0
arctic_a0095,Arabic,ZHAA,0.0,0.07692307692307693
arctic_a0095,Arabic,ZHAA,0.25,0.07692307692307693
arctic_a0095,Arabic,ZHAA,0.5,0.07692307692307693
arctic_a0095,Arabic,ZHAA,0.75,0.07692307692307693
arctic_a0095,Arabic,ZHAA,1.0,0.0
arctic_a0097,Chinese,BWC,0.0,0.0
arctic_a0097,Chinese,BWC,0.25,0.25
arctic_a0097,Chinese,BWC,0.5,0.4166666666666667
arctic_a0097,Chinese,BWC,0.75,0.16666666666666666
arctic_a0097,Chinese,BWC,1.0,0.0
arctic_a0097,Spanish,EBVS,0.0,0.0
arctic_a0097,Spanish,EBVS,0.25,0.4166666666666667
arctic_a0097,Spanish,EBVS,0.5,0.5
arctic_a0097,Spanish,EBVS,0.75,0.16666666666666666
arctic_a0097,Spanish,EBVS,1.0,0.0
arctic_a0097,Korean,HJK,0.0,0.0
arctic_a0097,Korean,HJK,0.25,0.08333333333333333
arctic_a0097,Korean,HJK,0.5,0.16666666666666666
arctic_a0097,Korean,HJK,0.75,0.16666666666666666
arctic_a0097,Korean,HJK,1.0,0.0
arctic_a0097,Vietnamese,HQTV,0.0,0.08333333333333333
arctic_a0097,Vietnamese,HQTV,0.25,0.08333333333333333
arctic_a0097,Vietnamese,HQTV,0.5,0.25
arctic_a0097,Vietnamese,HQTV,0.75,0.16666666666666666
arctic_a0097,Vietnamese,HQTV,1.0,0.0
arctic_a0097,Hindi,SVBI,0.0,0.0
arctic_a0097,Hindi,SVBI,0.25,0.08333333333333333
arctic_a0097,Hindi,SVBI,0.5,0.3333333333333333
arctic_a0097,Hindi,SVBI,0.75,0.3333333333333333
arctic_a0097,Hindi,SVBI,1.0,0.0
arctic_a0097,Arabic,ZHAA,0.0,0.0
arctic_a0097,Arabic,ZHAA,0.25,0.08333333333333333
arctic_a0097,Arabic,ZHAA,0.5,0.6666666666666666
arctic_a0097,Arabic,ZHAA,0.75,0.16666666666666666
arctic_a0097,Arabic,ZHAA,1.0,0.0
arctic_a0107,Chinese,BWC,0.0,0.0
arctic_a0107,Chinese,BWC,0.25,0.3333333333333333
arctic_a0107,Chinese,BWC,0.5,0.4444444444444444
arctic_a0107,Chinese,BWC,0.75,0.1111111111111111
arctic_a0107,Chinese,BWC,1.0,0.0
arctic_a0107,Spanish,EBVS,0.0,0.1111111111111111
arctic_a0107,Spanish,EBVS,0.25,0.0
arctic_a0107,Spanish,EBVS,0.5,0.1111111111111111
arctic_a0107,Spanish,EBVS,0.75,0.1111111111111111
arctic_a0107,Spanish,EBVS,1.0,0.0
arctic_a0107,Korean,HJK,0.0,0.0
arctic_a0107,Korean,HJK,0.25,0.0
arctic_a0107,Korean,HJK,0.5,0.0
arctic_a0107,Korean,HJK,0.75,0.0
arctic_a0107,Korean,HJK,1.0,0.0
arctic_a0107,Vietnamese,HQTV,0.0,0.0
arctic_a0107,Vietnamese,HQTV,0.25,0.0
arctic_a0107,Vietnamese,HQTV,0.5,0.1111111111111111
arctic_a0107,Vietnamese,HQTV,0.75,0.1111111111111111
arctic_a0107,Vietnamese,HQTV,1.0,0.0
arctic_a0107,Hindi,SVBI,0.0,0.1111111111111111
arctic_a0107,Hindi,SVBI,0.25,0.1111111111111111
arctic_a0107,Hindi,SVBI,0.5,0.0
arctic_a0107,Hindi,SVBI,0.75,0.0
arctic_a0107,Hindi,SVBI,1.0,0.0
arctic_a0107,Arabic,ZHAA,0.0,0.0
arctic_a0107,Arabic,ZHAA,0.25,0.0
arctic_a0107,Arabic,ZHAA,0.5,0.0
arctic_a0107,Arabic,ZHAA,0.75,0.0
arctic_a0107,Arabic,ZHAA,1.0,0.0
arctic_a0108,Chinese,BWC,0.0,0.0
arctic_a0108,Chinese,BWC,0.25,0.08333333333333333
arctic_a0108,Chinese,BWC,0.5,0.4166666666666667
arctic_a0108,Chinese,BWC,0.75,0.16666666666666666
arctic_a0108,Chinese,BWC,1.0,0.0
arctic_a0108,Spanish,EBVS,0.0,0.08333333333333333
arctic_a0108,Spanish,EBVS,0.25,0.25
arctic_a0108,Spanish,EBVS,0.5,0.16666666666666666
arctic_a0108,Spanish,EBVS,0.75,0.08333333333333333
arctic_a0108,Spanish,EBVS,1.0,0.0
arctic_a0108,Korean,HJK,0.0,0.0
arctic_a0108,Korean,HJK,0.25,0.08333333333333333
arctic_a0108,Korean,HJK,0.5,0.08333333333333333
arctic_a0108,Korean,HJK,0.75,0.08333333333333333
arctic_a0108,Korean,HJK,1.0,0.0
arctic_a0108,Vietnamese,HQTV,0.0,0.08333333333333333
arctic_a0108,Vietnamese,HQTV,0.25,0.16666666666666666
arctic_a0108,Vietnamese,HQTV,0.5,0.25
arctic_a0108,Vietnamese,HQTV,0.75,0.08333333333333333
arctic_a0108,Vietnamese,HQTV,1.0,0.0
arctic_a0108,Hindi,SVBI,0.0,0.0
arctic_a0108,Hindi,SVBI,0.25,0.16666666666666666
arctic_a0108,Hindi,SVBI,0.5,0.08333333333333333
arctic_a0108,Hindi,SVBI,0.75,0.08333333333333333
arctic_a0108,Hindi,SVBI,1.0,0.0
arctic_a0108,Arabic,ZHAA,0.0,0.08333333333333333
arctic_a0108,Arabic,ZHAA,0.25,0.16666666666666666
arctic_a0108,Arabic,ZHAA,0.5,0.16666666666666666
arctic_a0108,Arabic,ZHAA,0.75,0.08333333333333333
arctic_a0108,Arabic,ZHAA,1.0,0.0
arctic_a0125,Chinese,BWC,0.0,0.0
arctic_a0125,Chinese,BWC,0.25,0.25
arctic_a0125,Chinese,BWC,0.5,0.3333333333333333
arctic_a0125,Chinese,BWC,0.75,0.16666666666666666
arctic_a0125,Chinese,BWC,1.0,0.0
arctic_a0125,Spanish,EBVS,0.0,0.0
arctic_a0125,Spanish,EBVS,0.25,0.08333333333333333
arctic_a0125,Spanish,EBVS,0.5,0.25
arctic_a0125,Spanish,EBVS,0.75,0.0
arctic_a0125,Spanish,EBVS,1.0,0.0
arctic_a0125,Korean,HJK,0.0,0.0
arctic_a0125,Korean,HJK,0.25,0.0
arctic_a0125,Korean,HJK,0.5,0.0
arctic_a0125,Korean,HJK,0.75,0.0
arctic_a0125,Korean,HJK,1.0,0.0
arctic_a0125,Vietnamese,HQTV,0.0,0.08333333333333333
arctic_a0125,Vietnamese,HQTV,0.25,0.16666666666666666
arctic_a0125,Vietnamese,HQTV,0.5,0.08333333333333333
arctic_a0125,Vietnamese,HQTV,0.75,0.0
arctic_a0125,Vietnamese,HQTV,1.0,0.0
arctic_a0125,Hindi,SVBI,0.0,0.0
arctic_a0125,Hindi,SVBI,0.25,0.0
arctic_a0125,Hindi,SVBI,0.5,0.0
arctic_a0125,Hindi,SVBI,0.75,0.0
arctic_a0125,Hindi,SVBI,1.0,0.0
arctic_a0125,Arabic,ZHAA,0.0,0.0
arctic_a0125,Arabic,ZHAA,0.25,0.0
arctic_a0125,Arabic,ZHAA,0.5,0.0
arctic_a0125,Arabic,ZHAA,0.75,0.0
arctic_a0125,Arabic,ZHAA,1.0,0.0
arctic_a0137,Chinese,BWC,0.0,0.2
arctic_a0137,Chinese,BWC,0.25,0.1
arctic_a0137,Chinese,BWC,0.5,0.5
arctic_a0137,Chinese,BWC,0.75,0.1
arctic_a0137,Chinese,BWC,1.0,0.0
arctic_a0137,Spanish,EBVS,0.0,0.0
arctic_a0137,Spanish,EBVS,0.25,0.0
arctic_a0137,Spanish,EBVS,0.5,0.3
arctic_a0137,Spanish,EBVS,0.75,0.1
arctic_a0137,Spanish,EBVS,1.0,0.0
arctic_a0137,Korean,HJK,0.0,0.0
arctic_a0137,Korean,HJK,0.25,0.0
arctic_a0137,Korean,HJK,0.5,0.0
arctic_a0137,Korean,HJK,0.75,0.0
arctic_a0137,Korean,HJK,1.0,0.0
arctic_a0137,Vietnamese,HQTV,0.0,0.0
arctic_a0137,Vietnamese,HQTV,0.25,0.3
arctic_a0137,Vietnamese,HQTV,0.5,0.4
arctic_a0137,Vietnamese,HQTV,0.75,0.1
arctic_a0137,Vietnamese,HQTV,1.0,0.0
arctic_a0137,Hindi,SVBI,0.0,0.0
arctic_a0137,Hindi,SVBI,0.25,0.0
arctic_a0137,Hindi,SVBI,0.5,0.0
arctic_a0137,Hindi,SVBI,0.75,0.0
arctic_a0137,Hindi,SVBI,1.0,0.0
arctic_a0137,Arabic,ZHAA,0.0,0.0
arctic_a0137,Arabic,ZHAA,0.25,0.1
arctic_a0137,Arabic,ZHAA,0.5,0.2
arctic_a0137,Arabic,ZHAA,0.75,0.0
arctic_a0137,Arabic,ZHAA,1.0,0.0
arctic_a0143,Chinese,BWC,0.0,0.5
arctic_a0143,Chinese,BWC,0.25,0.0
arctic_a0143,Chinese,BWC,0.5,0.0
arctic_a0143,Chinese,BWC,0.75,0.16666666666666666
arctic_a0143,Chinese,BWC,1.0,0.16666666666666666
arctic_a0143,Spanish,EBVS,0.0,0.0
arctic_a0143,Spanish,EBVS,0.25,0.0
arctic_a0143,Spanish,EBVS,0.5,0.0
arctic_a0143,Spanish,EBVS,0.75,0.0
arctic_a0143,Spanish,EBVS,1.0,0.16666666666666666
arctic_a0143,Korean,HJK,0.0,0.0
arctic_a0143,Korean,HJK,0.25,0.3333333333333333
arctic_a0143,Korean,HJK,0.5,0.16666666666666666
arctic_a0143,Korean,HJK,0.75,0.16666666666666666
arctic_a0143,Korean,HJK,1.0,0.16666666666666666
arctic_a0143,Vietnamese,HQTV,0.0,0.0
arctic_a0143,Vietnamese,HQTV,0.25,0.0
arctic_a0143,Vietnamese,HQTV,0.5,0.0
arctic_a0143,Vietnamese,HQTV,0.75,0.0
arctic_a0143,Vietnamese,HQTV,1.0,0.16666666666666666
arctic_a0143,Hindi,SVBI,0.0,0.0
arctic_a0143,Hindi,SVBI,0.25,0.0
arctic_a0143,Hindi,SVBI,0.5,0.0
arctic_a0143,Hindi,SVBI,0.75,0.16666666666666666
arctic_a0143,Hindi,SVBI,1.0,0.16666666666666666
arctic_a0143,Arabic,ZHAA,0.0,0.3333333333333333
arctic_a0143,Arabic,ZHAA,0.25,0.0
arctic_a0143,Arabic,ZHAA,0.5,0.0
arctic_a0143,Arabic,ZHAA,0.75,0.16666666666666666
arctic_a0143,Arabic,ZHAA,1.0,0.16666666666666666
arctic_a0146,Chinese,BWC,0.0,0.0
arctic_a0146,Chinese,BWC,0.25,0.2857142857142857
arctic_a0146,Chinese,BWC,0.5,0.42857142857142855
arctic_a0146,Chinese,BWC,0.75,0.42857142857142855
arctic_a0146,Chinese,BWC,1.0,0.0
arctic_a0146,Spanish,EBVS,0.0,0.0
arctic_a0146,Spanish,EBVS,0.25,0.42857142857142855
arctic_a0146,Spanish,EBVS,0.5,0.5714285714285714
arctic_a0146,Spanish,EBVS,0.75,0.0
arctic_a0146,Spanish,EBVS,1.0,0.0
arctic_a0146,Korean,HJK,0.0,0.0
arctic_a0146,Korean,HJK,0.25,0.14285714285714285
arctic_a0146,Korean,HJK,0.5,0.0
arctic_a0146,Korean,HJK,0.75,0.0
arctic_a0146,Korean,HJK,1.0,0.0
arctic_a0146,Vietnamese,HQTV,0.0,0.0
arctic_a0146,Vietnamese,HQTV,0.25,0.2857142857142857
arctic_a0146,Vietnamese,HQTV,0.5,0.5714285714285714
arctic_a0146,Vietnamese,HQTV,0.75,0.2857142857142857
arctic_a0146,Vietnamese,HQTV,1.0,0.0
arctic_a0146,Hindi,SVBI,0.0,0.0
arctic_a0146,Hindi,SVBI,0.25,0.14285714285714285
arctic_a0146,Hindi,SVBI,0.5,0.2857142857142857
arctic_a0146,Hindi,SVBI,0.75,0.0
arctic_a0146,Hindi,SVBI,1.0,0.0
arctic_a0146,Arabic,ZHAA,0.0,0.0
arctic_a0146,Arabic,ZHAA,0.25,0.2857142857142857
