prompt_id,L1,speaker,alpha,wer,method
arctic_a0050,Chinese,BWC,0.75,0.2,position_based
arctic_a0050,Chinese,BWC,1.0,0.0,position_based
arctic_a0050,Spanish,EBVS,0.0,0.0,position_based
arctic_a0050,Spanish,EBVS,0.25,0.0,position_based
arctic_a0050,Spanish,EBVS,0.5,0.0,position_based
arctic_a0050,Spanish,EBVS,0.75,0.2,position_based
arctic_a0050,Spanish,EBVS,1.0,0.0,position_based
arctic_a0050,Korean,HJK,0.0,0.1,position_based
arctic_a0050,Korean,HJK,0.25,0.2,position_based
arctic_a0050,Korean,HJK,0.5,0.0,position_based
arctic_a0050,Korean,HJK,0.75,0.0,position_based
arctic_a0050,Korean,HJK,1.0,0.0,position_based
arctic_a0050,Vietnamese,HQTV,0.0,0.3,position_based
arctic_a0050,Vietnamese,HQTV,0.25,0.3,position_based
arctic_a0050,Vietnamese,HQTV,0.5,0.6,position_based
arctic_a0050,Vietnamese,HQTV,0.75,0.1,position_based
arctic_a0050,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0050,Hindi,SVBI,0.0,0.0,position_based
arctic_a0050,Hindi,SVBI,0.25,0.0,position_based
arctic_a0050,Hindi,SVBI,0.5,0.0,position_based
arctic_a0050,Hindi,SVBI,0.75,0.0,position_based
arctic_a0050,Hindi,SVBI,1.0,0.0,position_based
arctic_a0050,Arabic,ZHAA,0.0,0.0,position_based
arctic_a0050,Arabic,ZHAA,0.25,0.2,position_based
arctic_a0050,Arabic,ZHAA,0.5,0.3,position_based
arctic_a0050,Arabic,ZHAA,0.75,0.2,position_based
arctic_a0050,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0053,Chinese,BWC,0.0,0.25,position_based
arctic_a0053,Chinese,BWC,0.25,0.25,position_based
arctic_a0053,Chinese,BWC,0.5,0.5,position_based
arctic_a0053,Chinese,BWC,0.75,0.25,position_based
arctic_a0053,Chinese,BWC,1.0,0.0,position_based
arctic_a0053,Spanish,EBVS,0.0,0.0,position_based
arctic_a0053,Spanish,EBVS,0.25,0.125,position_based
arctic_a0053,Spanish,EBVS,0.5,0.25,position_based
arctic_a0053,Spanish,EBVS,0.75,0.125,position_based
arctic_a0053,Spanish,EBVS,1.0,0.0,position_based
arctic_a0053,Korean,HJK,0.0,0.0,position_based
arctic_a0053,Korean,HJK,0.25,0.125,position_based
arctic_a0053,Korean,HJK,0.5,0.125,position_based
arctic_a0053,Korean,HJK,0.75,0.25,position_based
arctic_a0053,Korean,HJK,1.0,0.0,position_based
arctic_a0053,Vietnamese,HQTV,0.0,0.0,position_based
arctic_a0053,Vietnamese,HQTV,0.25,0.25,position_based
arctic_a0053,Vietnamese,HQTV,0.5,0.25,position_based
arctic_a0053,Vietnamese,HQTV,0.75,0.25,position_based
arctic_a0053,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0053,Hindi,SVBI,0.0,0.0,position_based
arctic_a0053,Hindi,SVBI,0.25,0.125,position_based
arctic_a0053,Hindi,SVBI,0.5,0.25,position_based
arctic_a0053,Hindi,SVBI,0.75,0.125,position_based
arctic_a0053,Hindi,SVBI,1.0,0.0,position_based
arctic_a0053,Arabic,ZHAA,0.0,0.0,position_based
arctic_a0053,Arabic,ZHAA,0.25,0.125,position_based
arctic_a0053,Arabic,ZHAA,0.5,0.125,position_based
arctic_a0053,Arabic,ZHAA,0.75,0.125,position_based
arctic_a0053,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0066,Chinese,BWC,0.0,0.2857142857142857,position_based
arctic_a0066,Chinese,BWC,0.25,0.2857142857142857,position_based
arctic_a0066,Chinese,BWC,0.5,0.1428571428571428,position_based
arctic_a0066,Chinese,BWC,0.75,0.0,position_based
arctic_a0066,Chinese,BWC,1.0,0.0,position_based
arctic_a0066,Spanish,EBVS,0.0,0.0,position_based
arctic_a0066,Spanish,EBVS,0.25,0.1428571428571428,position_based
arctic_a0066,Spanish,EBVS,0.5,0.4285714285714285,position_based
arctic_a0066,Spanish,EBVS,0.75,0.2857142857142857,position_based
arctic_a0066,Spanish,EBVS,1.0,0.0,position_based
arctic_a0066,Korean,HJK,0.0,0.0,position_based
arctic_a0066,Korean,HJK,0.25,0.0,position_based
arctic_a0066,Korean,HJK,0.5,0.1428571428571428,position_based
arctic_a0066,Korean,HJK,0.75,0.1428571428571428,position_based
arctic_a0066,Korean,HJK,1.0,0.0,position_based
arctic_a0066,Vietnamese,HQTV,0.0,0.1428571428571428,position_based
arctic_a0066,Vietnamese,HQTV,0.25,0.2857142857142857,position_based
arctic_a0066,Vietnamese,HQTV,0.5,0.4285714285714285,position_based
arctic_a0066,Vietnamese,HQTV,0.75,0.2857142857142857,position_based
arctic_a0066,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0066,Hindi,SVBI,0.0,0.0,position_based
arctic_a0066,Hindi,SVBI,0.25,0.0,position_based
arctic_a0066,Hindi,SVBI,0.5,0.0,position_based
arctic_a0066,Hindi,SVBI,0.75,0.0,position_based
arctic_a0066,Hindi,SVBI,1.0,0.0,position_based
arctic_a0066,Arabic,ZHAA,0.0,0.0,position_based
arctic_a0066,Arabic,ZHAA,0.25,0.1428571428571428,position_based
arctic_a0066,Arabic,ZHAA,0.5,0.7142857142857143,position_based
arctic_a0066,Arabic,ZHAA,0.75,0.1428571428571428,position_based
arctic_a0066,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0075,Chinese,BWC,0.0,0.0,position_based
arctic_a0075,Chinese,BWC,0.25,0.0,position_based
arctic_a0075,Chinese,BWC,0.5,0.375,position_based
arctic_a0075,Chinese,BWC,0.75,0.0,position_based
arctic_a0075,Chinese,BWC,1.0,0.125,position_based
arctic_a0075,Spanish,EBVS,0.0,0.0,position_based
arctic_a0075,Spanish,EBVS,0.25,0.0,position_based
arctic_a0075,Spanish,EBVS,0.5,0.25,position_based
arctic_a0075,Spanish,EBVS,0.75,0.125,position_based
arctic_a0075,Spanish,EBVS,1.0,0.125,position_based
arctic_a0075,Korean,HJK,0.0,0.0,position_based
arctic_a0075,Korean,HJK,0.25,0.0,position_based
arctic_a0075,Korean,HJK,0.5,0.125,position_based
arctic_a0075,Korean,HJK,0.75,0.0,position_based
arctic_a0075,Korean,HJK,1.0,0.125,position_based
arctic_a0075,Vietnamese,HQTV,0.0,0.125,position_based
arctic_a0075,Vietnamese,HQTV,0.25,0.125,position_based
arctic_a0075,Vietnamese,HQTV,0.5,0.0,position_based
arctic_a0075,Vietnamese,HQTV,0.75,0.0,position_based
arctic_a0075,Vietnamese,HQTV,1.0,0.125,position_based
arctic_a0075,Hindi,SVBI,0.0,0.0,position_based
arctic_a0075,Hindi,SVBI,0.25,0.0,position_based
arctic_a0075,Hindi,SVBI,0.5,0.0,position_based
arctic_a0075,Hindi,SVBI,0.75,0.0,position_based
arctic_a0075,Hindi,SVBI,1.0,0.125,position_based
arctic_a0075,Arabic,ZHAA,0.0,0.125,position_based
arctic_a0075,Arabic,ZHAA,0.25,0.0,position_based
arctic_a0075,Arabic,ZHAA,0.5,0.375,position_based
arctic_a0075,Arabic,ZHAA,0.75,0.0,position_based
arctic_a0075,Arabic,ZHAA,1.0,0.125,position_based
arctic_a0087,Chinese,BWC,0.0,0.0833333333333333,position_based
arctic_a0087,Chinese,BWC,0.25,0.25,position_based
arctic_a0087,Chinese,BWC,0.5,0.4166666666666667,position_based
arctic_a0087,Chinese,BWC,0.75,0.0833333333333333,position_based
arctic_a0087,Chinese,BWC,1.0,0.0833333333333333,position_based
arctic_a0087,Spanish,EBVS,0.0,0.0,position_based
arctic_a0087,Spanish,EBVS,0.25,0.1666666666666666,position_based
arctic_a0087,Spanish,EBVS,0.5,0.25,position_based
arctic_a0087,Spanish,EBVS,0.75,0.0833333333333333,position_based
arctic_a0087,Spanish,EBVS,1.0,0.0,position_based
arctic_a0087,Korean,HJK,0.0,0.0,position_based
arctic_a0087,Korean,HJK,0.25,0.0833333333333333,position_based
arctic_a0087,Korean,HJK,0.5,0.0833333333333333,position_based
arctic_a0087,Korean,HJK,0.75,0.0833333333333333,position_based
arctic_a0087,Korean,HJK,1.0,0.0,position_based
arctic_a0087,Vietnamese,HQTV,0.0,0.1666666666666666,position_based
arctic_a0087,Vietnamese,HQTV,0.25,0.0833333333333333,position_based
arctic_a0087,Vietnamese,HQTV,0.5,0.0833333333333333,position_based
arctic_a0087,Vietnamese,HQTV,0.75,0.0833333333333333,position_based
arctic_a0087,Vietnamese,HQTV,1.0,0.0833333333333333,position_based
arctic_a0087,Hindi,SVBI,0.0,0.0833333333333333,position_based
arctic_a0087,Hindi,SVBI,0.25,0.25,position_based
arctic_a0087,Hindi,SVBI,0.5,0.0833333333333333,position_based
arctic_a0087,Hindi,SVBI,0.75,0.0833333333333333,position_based
arctic_a0087,Hindi,SVBI,1.0,0.0833333333333333,position_based
arctic_a0087,Arabic,ZHAA,0.0,0.0833333333333333,position_based
arctic_a0087,Arabic,ZHAA,0.25,0.0833333333333333,position_based
arctic_a0087,Arabic,ZHAA,0.5,0.0833333333333333,position_based
arctic_a0087,Arabic,ZHAA,0.75,0.0833333333333333,position_based
arctic_a0087,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0090,Chinese,BWC,0.0,0.4,position_based
arctic_a0090,Chinese,BWC,0.25,0.0,position_based
arctic_a0090,Chinese,BWC,0.5,0.0,position_based
arctic_a0090,Chinese,BWC,0.75,0.0,position_based
arctic_a0090,Chinese,BWC,1.0,0.0,position_based
arctic_a0090,Spanish,EBVS,0.0,0.0,position_based
arctic_a0090,Spanish,EBVS,0.25,0.0,position_based
arctic_a0090,Spanish,EBVS,0.5,0.0,position_based
arctic_a0090,Spanish,EBVS,0.75,0.0,position_based
arctic_a0090,Spanish,EBVS,1.0,0.0,position_based
arctic_a0090,Korean,HJK,0.0,0.0,position_based
arctic_a0090,Korean,HJK,0.25,0.0,position_based
arctic_a0090,Korean,HJK,0.5,0.0,position_based
arctic_a0090,Korean,HJK,0.75,0.0,position_based
arctic_a0090,Korean,HJK,1.0,0.0,position_based
arctic_a0090,Vietnamese,HQTV,0.0,0.0,position_based
arctic_a0090,Vietnamese,HQTV,0.25,0.0,position_based
arctic_a0090,Vietnamese,HQTV,0.5,0.0,position_based
arctic_a0090,Vietnamese,HQTV,0.75,0.0,position_based
arctic_a0090,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0090,Hindi,SVBI,0.0,0.0,position_based
arctic_a0090,Hindi,SVBI,0.25,0.0,position_based
arctic_a0090,Hindi,SVBI,0.5,0.0,position_based
arctic_a0090,Hindi,SVBI,0.75,0.0,position_based
arctic_a0090,Hindi,SVBI,1.0,0.0,position_based
arctic_a0090,Arabic,ZHAA,0.0,0.2,position_based
arctic_a0090,Arabic,ZHAA,0.25,0.0,position_based
arctic_a0090,Arabic,ZHAA,0.5,0.0,position_based
arctic_a0090,Arabic,ZHAA,0.75,0.0,position_based
arctic_a0090,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0095,Chinese,BWC,0.0,0.0769230769230769,position_based
arctic_a0095,Chinese,BWC,0.25,0.3846153846153846,position_based
arctic_a0095,Chinese,BWC,0.5,0.6923076923076923,position_based
arctic_a0095,Chinese,BWC,0.75,0.0769230769230769,position_based
arctic_a0095,Chinese,BWC,1.0,0.0,position_based
arctic_a0095,Spanish,EBVS,0.0,0.0769230769230769,position_based
arctic_a0095,Spanish,EBVS,0.25,0.2307692307692307,position_based
arctic_a0095,Spanish,EBVS,0.5,0.5384615384615384,position_based
arctic_a0095,Spanish,EBVS,0.75,0.0769230769230769,position_based
arctic_a0095,Spanish,EBVS,1.0,0.0,position_based
arctic_a0095,Korean,HJK,0.0,0.0,position_based
arctic_a0095,Korean,HJK,0.25,0.0,position_based
arctic_a0095,Korean,HJK,0.5,0.1538461538461538,position_based
arctic_a0095,Korean,HJK,0.75,0.0,position_based
arctic_a0095,Korean,HJK,1.0,0.0,position_based
arctic_a0095,Vietnamese,HQTV,0.0,0.0,position_based
arctic_a0095,Vietnamese,HQTV,0.25,0.1538461538461538,position_based
arctic_a0095,Vietnamese,HQTV,0.5,0.3846153846153846,position_based
arctic_a0095,Vietnamese,HQTV,0.75,0.0769230769230769,position_based
arctic_a0095,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0095,Hindi,SVBI,0.0,0.0,position_based
arctic_a0095,Hindi,SVBI,0.25,0.0769230769230769,position_based
arctic_a0095,Hindi,SVBI,0.5,0.0769230769230769,position_based
arctic_a0095,Hindi,SVBI,0.75,0.0,position_based
arctic_a0095,Hindi,SVBI,1.0,0.0,position_based
arctic_a0095,Arabic,ZHAA,0.0,0.0769230769230769,position_based
arctic_a0095,Arabic,ZHAA,0.25,0.0769230769230769,position_based
arctic_a0095,Arabic,ZHAA,0.5,0.0769230769230769,position_based
arctic_a0095,Arabic,ZHAA,0.75,0.0769230769230769,position_based
arctic_a0095,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0097,Chinese,BWC,0.0,0.0,position_based
arctic_a0097,Chinese,BWC,0.25,0.25,position_based
arctic_a0097,Chinese,BWC,0.5,0.4166666666666667,position_based
arctic_a0097,Chinese,BWC,0.75,0.1666666666666666,position_based
arctic_a0097,Chinese,BWC,1.0,0.0,position_based
arctic_a0097,Spanish,EBVS,0.0,0.0,position_based
arctic_a0097,Spanish,EBVS,0.25,0.4166666666666667,position_based
arctic_a0097,Spanish,EBVS,0.5,0.5,position_based
arctic_a0097,Spanish,EBVS,0.75,0.1666666666666666,position_based
arctic_a0097,Spanish,EBVS,1.0,0.0,position_based
arctic_a0097,Korean,HJK,0.0,0.0,position_based
arctic_a0097,Korean,HJK,0.25,0.0833333333333333,position_based
arctic_a0097,Korean,HJK,0.5,0.1666666666666666,position_based
arctic_a0097,Korean,HJK,0.75,0.1666666666666666,position_based
arctic_a0097,Korean,HJK,1.0,0.0,position_based
arctic_a0097,Vietnamese,HQTV,0.0,0.0833333333333333,position_based
arctic_a0097,Vietnamese,HQTV,0.25,0.0833333333333333,position_based
arctic_a0097,Vietnamese,HQTV,0.5,0.25,position_based
arctic_a0097,Vietnamese,HQTV,0.75,0.1666666666666666,position_based
arctic_a0097,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0097,Hindi,SVBI,0.0,0.0,position_based
arctic_a0097,Hindi,SVBI,0.25,0.0833333333333333,position_based
arctic_a0097,Hindi,SVBI,0.5,0.3333333333333333,position_based
arctic_a0097,Hindi,SVBI,0.75,0.3333333333333333,position_based
arctic_a0097,Hindi,SVBI,1.0,0.0,position_based
arctic_a0097,Arabic,ZHAA,0.0,0.0,position_based
arctic_a0097,Arabic,ZHAA,0.25,0.0833333333333333,position_based
arctic_a0097,Arabic,ZHAA,0.5,0.6666666666666666,position_based
arctic_a0097,Arabic,ZHAA,0.75,0.1666666666666666,position_based
arctic_a0097,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0107,Chinese,BWC,0.0,0.0,position_based
arctic_a0107,Chinese,BWC,0.25,0.3333333333333333,position_based
arctic_a0107,Chinese,BWC,0.5,0.4444444444444444,position_based
arctic_a0107,Chinese,BWC,0.75,0.1111111111111111,position_based
arctic_a0107,Chinese,BWC,1.0,0.0,position_based
arctic_a0107,Spanish,EBVS,0.0,0.1111111111111111,position_based
arctic_a0107,Spanish,EBVS,0.25,0.0,position_based
arctic_a0107,Spanish,EBVS,0.5,0.1111111111111111,position_based
arctic_a0107,Spanish,EBVS,0.75,0.1111111111111111,position_based
arctic_a0107,Spanish,EBVS,1.0,0.0,position_based
arctic_a0107,Korean,HJK,0.0,0.0,position_based
arctic_a0107,Korean,HJK,0.25,0.0,position_based
arctic_a0107,Korean,HJK,0.5,0.0,position_based
arctic_a0107,Korean,HJK,0.75,0.0,position_based
arctic_a0107,Korean,HJK,1.0,0.0,position_based
arctic_a0107,Vietnamese,HQTV,0.0,0.0,position_based
arctic_a0107,Vietnamese,HQTV,0.25,0.0,position_based
arctic_a0107,Vietnamese,HQTV,0.5,0.1111111111111111,position_based
arctic_a0107,Vietnamese,HQTV,0.75,0.1111111111111111,position_based
arctic_a0107,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0107,Hindi,SVBI,0.0,0.1111111111111111,position_based
arctic_a0107,Hindi,SVBI,0.25,0.1111111111111111,position_based
arctic_a0107,Hindi,SVBI,0.5,0.0,position_based
arctic_a0107,Hindi,SVBI,0.75,0.0,position_based
arctic_a0107,Hindi,SVBI,1.0,0.0,position_based
arctic_a0107,Arabic,ZHAA,0.0,0.0,position_based
arctic_a0107,Arabic,ZHAA,0.25,0.0,position_based
arctic_a0107,Arabic,ZHAA,0.5,0.0,position_based
arctic_a0107,Arabic,ZHAA,0.75,0.0,position_based
arctic_a0107,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0108,Chinese,BWC,0.0,0.0,position_based
arctic_a0108,Chinese,BWC,0.25,0.0833333333333333,position_based
arctic_a0108,Chinese,BWC,0.5,0.4166666666666667,position_based
arctic_a0108,Chinese,BWC,0.75,0.1666666666666666,position_based
arctic_a0108,Chinese,BWC,1.0,0.0,position_based
arctic_a0108,Spanish,EBVS,0.0,0.0833333333333333,position_based
arctic_a0108,Spanish,EBVS,0.25,0.25,position_based
arctic_a0108,Spanish,EBVS,0.5,0.1666666666666666,position_based
arctic_a0108,Spanish,EBVS,0.75,0.0833333333333333,position_based
arctic_a0108,Spanish,EBVS,1.0,0.0,position_based
arctic_a0108,Korean,HJK,0.0,0.0,position_based
arctic_a0108,Korean,HJK,0.25,0.0833333333333333,position_based
arctic_a0108,Korean,HJK,0.5,0.0833333333333333,position_based
arctic_a0108,Korean,HJK,0.75,0.0833333333333333,position_based
arctic_a0108,Korean,HJK,1.0,0.0,position_based
arctic_a0108,Vietnamese,HQTV,0.0,0.0833333333333333,position_based
arctic_a0108,Vietnamese,HQTV,0.25,0.1666666666666666,position_based
arctic_a0108,Vietnamese,HQTV,0.5,0.25,position_based
arctic_a0108,Vietnamese,HQTV,0.75,0.0833333333333333,position_based
arctic_a0108,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0108,Hindi,SVBI,0.0,0.0,position_based
arctic_a0108,Hindi,SVBI,0.25,0.1666666666666666,position_based
arctic_a0108,Hindi,SVBI,0.5,0.0833333333333333,position_based
arctic_a0108,Hindi,SVBI,0.75,0.0833333333333333,position_based
arctic_a0108,Hindi,SVBI,1.0,0.0,position_based
arctic_a0108,Arabic,ZHAA,0.0,0.0833333333333333,position_based
arctic_a0108,Arabic,ZHAA,0.25,0.1666666666666666,position_based
arctic_a0108,Arabic,ZHAA,0.5,0.1666666666666666,position_based
arctic_a0108,Arabic,ZHAA,0.75,0.0833333333333333,position_based
arctic_a0108,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0125,Chinese,BWC,0.0,0.0,position_based
arctic_a0125,Chinese,BWC,0.25,0.25,position_based
arctic_a0125,Chinese,BWC,0.5,0.3333333333333333,position_based
arctic_a0125,Chinese,BWC,0.75,0.1666666666666666,position_based
arctic_a0125,Chinese,BWC,1.0,0.0,position_based
arctic_a0125,Spanish,EBVS,0.0,0.0,position_based
arctic_a0125,Spanish,EBVS,0.25,0.0833333333333333,position_based
arctic_a0125,Spanish,EBVS,0.5,0.25,position_based
arctic_a0125,Spanish,EBVS,0.75,0.0,position_based
arctic_a0125,Spanish,EBVS,1.0,0.0,position_based
arctic_a0125,Korean,HJK,0.0,0.0,position_based
arctic_a0125,Korean,HJK,0.25,0.0,position_based
arctic_a0125,Korean,HJK,0.5,0.0,position_based
arctic_a0125,Korean,HJK,0.75,0.0,position_based
arctic_a0125,Korean,HJK,1.0,0.0,position_based
arctic_a0125,Vietnamese,HQTV,0.0,0.0833333333333333,position_based
arctic_a0125,Vietnamese,HQTV,0.25,0.1666666666666666,position_based
arctic_a0125,Vietnamese,HQTV,0.5,0.0833333333333333,position_based
arctic_a0125,Vietnamese,HQTV,0.75,0.0,position_based
arctic_a0125,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0125,Hindi,SVBI,0.0,0.0,position_based
arctic_a0125,Hindi,SVBI,0.25,0.0,position_based
arctic_a0125,Hindi,SVBI,0.5,0.0,position_based
arctic_a0125,Hindi,SVBI,0.75,0.0,position_based
arctic_a0125,Hindi,SVBI,1.0,0.0,position_based
arctic_a0125,Arabic,ZHAA,0.0,0.0,position_based
arctic_a0125,Arabic,ZHAA,0.25,0.0,position_based
arctic_a0125,Arabic,ZHAA,0.5,0.0,position_based
arctic_a0125,Arabic,ZHAA,0.75,0.0,position_based
arctic_a0125,Arabic,ZHAA,1.0,0.0,position_based
arctic_a0137,Chinese,BWC,0.0,0.2,position_based
arctic_a0137,Chinese,BWC,0.25,0.1,position_based
arctic_a0137,Chinese,BWC,0.5,0.5,position_based
arctic_a0137,Chinese,BWC,0.75,0.1,position_based
arctic_a0137,Chinese,BWC,1.0,0.0,position_based
arctic_a0137,Spanish,EBVS,0.0,0.0,position_based
arctic_a0137,Spanish,EBVS,0.25,0.0,position_based
arctic_a0137,Spanish,EBVS,0.5,0.3,position_based
arctic_a0137,Spanish,EBVS,0.75,0.1,position_based
arctic_a0137,Spanish,EBVS,1.0,0.0,position_based
arctic_a0137,Korean,HJK,0.0,0.0,position_based
arctic_a0137,Korean,HJK,0.25,0.0,position_based
arctic_a0137,Korean,HJK,0.5,0.0,position_based
arctic_a0137,Korean,HJK,0.75,0.0,position_based
arctic_a0137,Korean,HJK,1.0,0.0,position_based
arctic_a0137,Vietnamese,HQTV,0.0,0.0,position_based
arctic_a0137,Vietnamese,HQTV,0.25,0.3,position_based
arctic_a0137,Vietnamese,HQTV,0.5,0.4,position_based
arctic_a0137,Vietnamese,HQTV,0.75,0.1,position_based
arctic_a0137,Vietnamese,HQTV,1.0,0.0,position_based
arctic_a0137,Hindi,SVBI,0.0,0.0,position_based
arctic_a0137,Hindi,SVBI,0.25,0.0,position_based
arctic_a0137,Hindi,SVBI,0.5,0.0,position_based
