prompt_id,L1,speaker,alpha,wer
arctic_b0308,Korean,HJK,0.0,0.2
arctic_b0308,Korean,HJK,0.25,0.2
arctic_b0308,Korean,HJK,0.5,0.0
arctic_b0308,Korean,HJK,0.75,0.0
arctic_b0308,Korean,HJK,0.9,0.0
arctic_b0308,Korean,HJK,1.0,0.0
arctic_b0308,Vietnamese,HQTV,0.0,0.4
arctic_b0308,Vietnamese,HQTV,0.25,0.6
arctic_b0308,Vietnamese,HQTV,0.5,0.0
arctic_b0308,Vietnamese,HQTV,0.75,0.0
arctic_b0308,Vietnamese,HQTV,0.9,0.0
arctic_b0308,Vietnamese,HQTV,1.0,0.0
arctic_b0308,Hindi,SVBI,0.0,0.0
arctic_b0308,Hindi,SVBI,0.25,0.0
arctic_b0308,Hindi,SVBI,0.5,0.0
arctic_b0308,Hindi,SVBI,0.75,0.0
arctic_b0308,Hindi,SVBI,0.9,0.0
arctic_b0308,Hindi,SVBI,1.0,0.0
arctic_b0308,Arabic,ZHAA,0.0,0.0
arctic_b0308,Arabic,ZHAA,0.25,0.0
arctic_b0308,Arabic,ZHAA,0.5,0.0
arctic_b0308,Arabic,ZHAA,0.75,0.0
arctic_b0308,Arabic,ZHAA,0.9,0.0
arctic_b0308,Arabic,ZHAA,1.0,0.0
arctic_a0414,Chinese,BWC,0.0,0.16666666666666666
arctic_a0414,Chinese,BWC,0.25,0.16666666666666666
arctic_a0414,Chinese,BWC,0.5,0.3333333333333333
arctic_a0414,Chinese,BWC,0.75,0.16666666666666666
arctic_a0414,Chinese,BWC,0.9,0.0
arctic_a0414,Chinese,BWC,1.0,0.0
arctic_a0414,Spanish,EBVS,0.0,0.16666666666666666
arctic_a0414,Spanish,EBVS,0.25,0.3333333333333333
arctic_a0414,Spanish,EBVS,0.5,0.16666666666666666
arctic_a0414,Spanish,EBVS,0.75,0.16666666666666666
arctic_a0414,Spanish,EBVS,0.9,0.0
arctic_a0414,Spanish,EBVS,1.0,0.0
arctic_a0414,Korean,HJK,0.0,0.0
arctic_a0414,Korean,HJK,0.25,0.16666666666666666
arctic_a0414,Korean,HJK,0.5,0.16666666666666666
arctic_a0414,Korean,HJK,0.75,0.0
arctic_a0414,Korean,HJK,0.9,0.0
arctic_a0414,Korean,HJK,1.0,0.0
arctic_a0414,Vietnamese,HQTV,0.0,0.0
arctic_a0414,Vietnamese,HQTV,0.25,0.0
arctic_a0414,Vietnamese,HQTV,0.5,0.0
arctic_a0414,Vietnamese,HQTV,0.75,0.0
arctic_a0414,Vietnamese,HQTV,0.9,0.0
arctic_a0414,Vietnamese,HQTV,1.0,0.0
arctic_a0414,Hindi,SVBI,0.0,0.0
arctic_a0414,Hindi,SVBI,0.25,0.16666666666666666
arctic_a0414,Hindi,SVBI,0.5,0.16666666666666666
arctic_a0414,Hindi,SVBI,0.75,0.16666666666666666
arctic_a0414,Hindi,SVBI,0.9,0.0
arctic_a0414,Hindi,SVBI,1.0,0.0
arctic_a0414,Arabic,ZHAA,0.0,0.0
arctic_a0414,Arabic,ZHAA,0.25,0.16666666666666666
arctic_a0414,Arabic,ZHAA,0.5,0.3333333333333333
arctic_a0414,Arabic,ZHAA,0.75,0.16666666666666666
arctic_a0414,Arabic,ZHAA,0.9,0.0
arctic_a0414,Arabic,ZHAA,1.0,0.0
arctic_a0468,Chinese,BWC,0.0,0.0
arctic_a0468,Chinese,BWC,0.25,0.1
arctic_a0468,Chinese,BWC,0.5,0.2
arctic_a0468,Chinese,BWC,0.75,0.1
arctic_a0468,Chinese,BWC,0.9,0.1
arctic_a0468,Chinese,BWC,1.0,0.0
arctic_a0468,Spanish,EBVS,0.0,0.2
arctic_a0468,Spanish,EBVS,0.25,0.1
arctic_a0468,Spanish,EBVS,0.5,0.1
arctic_a0468,Spanish,EBVS,0.75,0.1
arctic_a0468,Spanish,EBVS,0.9,0.0
arctic_a0468,Spanish,EBVS,1.0,0.0
arctic_a0468,Korean,HJK,0.0,0.1
arctic_a0468,Korean,HJK,0.25,0.1
arctic_a0468,Korean,HJK,0.5,0.2
arctic_a0468,Korean,HJK,0.75,0.1
arctic_a0468,Korean,HJK,0.9,0.2
arctic_a0468,Korean,HJK,1.0,0.0
arctic_a0468,Vietnamese,HQTV,0.0,0.5
arctic_a0468,Vietnamese,HQTV,0.25,0.4
arctic_a0468,Vietnamese,HQTV,0.5,0.4
arctic_a0468,Vietnamese,HQTV,0.75,0.1
arctic_a0468,Vietnamese,HQTV,0.9,0.1
arctic_a0468,Vietnamese,HQTV,1.0,0.0
arctic_a0468,Hindi,SVBI,0.0,0.0
arctic_a0468,Hindi,SVBI,0.25,0.1
arctic_a0468,Hindi,SVBI,0.5,0.1
arctic_a0468,Hindi,SVBI,0.75,0.1
arctic_a0468,Hindi,SVBI,0.9,0.0
arctic_a0468,Hindi,SVBI,1.0,0.0
arctic_a0468,Arabic,ZHAA,0.0,0.0
arctic_a0468,Arabic,ZHAA,0.25,0.1
arctic_a0468,Arabic,ZHAA,0.5,0.4
arctic_a0468,Arabic,ZHAA,0.75,0.1
arctic_a0468,Arabic,ZHAA,0.9,0.3
arctic_a0468,Arabic,ZHAA,1.0,0.0
arctic_b0155,Chinese,BWC,0.0,0.2222222222222222
arctic_b0155,Chinese,BWC,0.25,0.4444444444444444
arctic_b0155,Chinese,BWC,0.5,0.5555555555555556
arctic_b0155,Chinese,BWC,0.75,0.2222222222222222
arctic_b0155,Chinese,BWC,0.9,0.1111111111111111
arctic_b0155,Chinese,BWC,1.0,0.0
arctic_b0155,Spanish,EBVS,0.0,0.0
arctic_b0155,Spanish,EBVS,0.25,0.3333333333333333
arctic_b0155,Spanish,EBVS,0.5,0.5555555555555556
arctic_b0155,Spanish,EBVS,0.75,0.1111111111111111
arctic_b0155,Spanish,EBVS,0.9,0.1111111111111111
arctic_b0155,Spanish,EBVS,1.0,0.0
arctic_b0155,Korean,HJK,0.0,0.0
arctic_b0155,Korean,HJK,0.25,0.1111111111111111
arctic_b0155,Korean,HJK,0.5,0.4444444444444444
arctic_b0155,Korean,HJK,0.75,0.2222222222222222
arctic_b0155,Korean,HJK,0.9,0.1111111111111111
arctic_b0155,Korean,HJK,1.0,0.0
arctic_b0155,Vietnamese,HQTV,0.0,0.1111111111111111
arctic_b0155,Vietnamese,HQTV,0.25,0.2222222222222222
arctic_b0155,Vietnamese,HQTV,0.5,0.5555555555555556
arctic_b0155,Vietnamese,HQTV,0.75,0.3333333333333333
arctic_b0155,Vietnamese,HQTV,0.9,0.1111111111111111
arctic_b0155,Vietnamese,HQTV,1.0,0.0
arctic_b0155,Hindi,SVBI,0.0,0.0
arctic_b0155,Hindi,SVBI,0.25,0.2222222222222222
arctic_b0155,Hindi,SVBI,0.5,0.2222222222222222
arctic_b0155,Hindi,SVBI,0.75,0.1111111111111111
arctic_b0155,Hindi,SVBI,0.9,0.1111111111111111
arctic_b0155,Hindi,SVBI,1.0,0.0
arctic_b0155,Arabic,ZHAA,0.0,0.0
arctic_b0155,Arabic,ZHAA,0.25,0.3333333333333333
arctic_b0155,Arabic,ZHAA,0.5,0.5555555555555556
arctic_b0155,Arabic,ZHAA,0.75,0.2222222222222222
arctic_b0155,Arabic,ZHAA,0.9,0.1111111111111111
arctic_b0155,Arabic,ZHAA,1.0,0.0
arctic_a0110,Chinese,BWC,0.0,0.2
arctic_a0110,Chinese,BWC,0.25,0.4
arctic_a0110,Chinese,BWC,0.5,0.6
arctic_a0110,Chinese,BWC,0.75,0.2
arctic_a0110,Chinese,BWC,0.9,0.0
arctic_a0110,Chinese,BWC,1.0,0.2
arctic_a0110,Spanish,EBVS,0.0,0.2
arctic_a0110,Spanish,EBVS,0.25,0.4
arctic_a0110,Spanish,EBVS,0.5,0.2
arctic_a0110,Spanish,EBVS,0.75,0.0
arctic_a0110,Spanish,EBVS,0.9,0.0
arctic_a0110,Spanish,EBVS,1.0,0.2
arctic_a0110,Korean,HJK,0.0,0.2
arctic_a0110,Korean,HJK,0.25,0.0
arctic_a0110,Korean,HJK,0.5,0.0
arctic_a0110,Korean,HJK,0.75,0.0
arctic_a0110,Korean,HJK,0.9,0.2
arctic_a0110,Korean,HJK,1.0,0.2
arctic_a0110,Vietnamese,HQTV,0.0,0.0
arctic_a0110,Vietnamese,HQTV,0.25,0.4
arctic_a0110,Vietnamese,HQTV,0.5,0.6
arctic_a0110,Vietnamese,HQTV,0.75,0.0
arctic_a0110,Vietnamese,HQTV,0.9,0.0
arctic_a0110,Vietnamese,HQTV,1.0,0.2
arctic_a0110,Hindi,SVBI,0.0,0.0
arctic_a0110,Hindi,SVBI,0.25,0.2
arctic_a0110,Hindi,SVBI,0.5,0.2
arctic_a0110,Hindi,SVBI,0.75,0.0
arctic_a0110,Hindi,SVBI,0.9,0.0
arctic_a0110,Hindi,SVBI,1.0,0.2
arctic_a0110,Arabic,ZHAA,0.0,0.0
arctic_a0110,Arabic,ZHAA,0.25,0.2
arctic_a0110,Arabic,ZHAA,0.5,0.2
arctic_a0110,Arabic,ZHAA,0.75,0.0
arctic_a0110,Arabic,ZHAA,0.9,0.0
arctic_a0110,Arabic,ZHAA,1.0,0.2
arctic_a0524,Chinese,BWC,0.0,0.1
arctic_a0524,Chinese,BWC,0.25,0.3
arctic_a0524,Chinese,BWC,0.5,0.4
arctic_a0524,Chinese,BWC,0.75,0.3
arctic_a0524,Chinese,BWC,0.9,0.0
arctic_a0524,Chinese,BWC,1.0,0.0
arctic_a0524,Spanish,EBVS,0.0,0.3
arctic_a0524,Spanish,EBVS,0.25,0.3
arctic_a0524,Spanish,EBVS,0.5,0.3
arctic_a0524,Spanish,EBVS,0.75,0.2
arctic_a0524,Spanish,EBVS,0.9,0.2
arctic_a0524,Spanish,EBVS,1.0,0.0
arctic_a0524,Korean,HJK,0.0,0.0
arctic_a0524,Korean,HJK,0.25,0.2
arctic_a0524,Korean,HJK,0.5,0.3
arctic_a0524,Korean,HJK,0.75,0.3
arctic_a0524,Korean,HJK,0.9,0.0
arctic_a0524,Korean,HJK,1.0,0.0
arctic_a0524,Vietnamese,HQTV,0.0,0.2
arctic_a0524,Vietnamese,HQTV,0.25,0.5
arctic_a0524,Vietnamese,HQTV,0.5,0.6
arctic_a0524,Vietnamese,HQTV,0.75,0.4
arctic_a0524,Vietnamese,HQTV,0.9,0.3
arctic_a0524,Vietnamese,HQTV,1.0,0.0
arctic_a0524,Hindi,SVBI,0.0,0.0
arctic_a0524,Hindi,SVBI,0.25,0.1
arctic_a0524,Hindi,SVBI,0.5,0.3
arctic_a0524,Hindi,SVBI,0.75,0.0
arctic_a0524,Hindi,SVBI,0.9,0.0
arctic_a0524,Hindi,SVBI,1.0,0.0
arctic_a0524,Arabic,ZHAA,0.0,0.0
arctic_a0524,Arabic,ZHAA,0.25,0.3
arctic_a0524,Arabic,ZHAA,0.5,0.6
arctic_a0524,Arabic,ZHAA,0.75,0.4
arctic_a0524,Arabic,ZHAA,0.9,0.3
arctic_a0524,Arabic,ZHAA,1.0,0.0
arctic_a0057,Chinese,BWC,0.0,0.0
arctic_a0057,Chinese,BWC,0.25,0.0
arctic_a0057,Chinese,BWC,0.5,0.3333333333333333
arctic_a0057,Chinese,BWC,0.75,0.16666666666666666
arctic_a0057,Chinese,BWC,0.9,0.16666666666666666
arctic_a0057,Chinese,BWC,1.0,0.0
arctic_a0057,Spanish,EBVS,0.0,0.0
arctic_a0057,Spanish,EBVS,0.25,0.0
arctic_a0057,Spanish,EBVS,0.5,0.16666666666666666
arctic_a0057,Spanish,EBVS,0.75,0.16666666666666666
arctic_a0057,Spanish,EBVS,0.9,0.0
arctic_a0057,Spanish,EBVS,1.0,0.0
arctic_a0057,Korean,HJK,0.0,0.0
arctic_a0057,Korean,HJK,0.25,0.0
arctic_a0057,Korean,HJK,0.5,0.16666666666666666
arctic_a0057,Korean,HJK,0.75,0.16666666666666666
arctic_a0057,Korean,HJK,0.9,0.0
arctic_a0057,Korean,HJK,1.0,0.0
arctic_a0057,Vietnamese,HQTV,0.0,0.0
arctic_a0057,Vietnamese,HQTV,0.25,0.0
arctic_a0057,Vietnamese,HQTV,0.5,0.16666666666666666
arctic_a0057,Vietnamese,HQTV,0.75,0.16666666666666666
arctic_a0057,Vietnamese,HQTV,0.9,0.0
arctic_a0057,Vietnamese,HQTV,1.0,0.0
arctic_a0057,Hindi,SVBI,0.0,0.0
arctic_a0057,Hindi,SVBI,0.25,0.0
arctic_a0057,Hindi,SVBI,0.5,0.0
arctic_a0057,Hindi,SVBI,0.75,0.16666666666666666
arctic_a0057,Hindi,SVBI,0.9,0.0
arctic_a0057,Hindi,SVBI,1.0,0.0
arctic_a0057,Arabic,ZHAA,0.0,0.0
arctic_a0057,Arabic,ZHAA,0.25,0.0
arctic_a0057,Arabic,ZHAA,0.5,0.16666666666666666
arctic_a0057,Arabic,ZHAA,0.75,0.16666666666666666
arctic_a0057,Arabic,ZHAA,0.9,0.0
arctic_a0057,Arabic,ZHAA,1.0,0.0
arctic_b0518,Chinese,BWC,0.0,0.0
arctic_b0518,Chinese,BWC,0.25,0.3
arctic_b0518,Chinese,BWC,0.5,0.3
arctic_b0518,Chinese,BWC,0.75,0.1
arctic_b0518,Chinese,BWC,0.9,0.0
arctic_b0518,Chinese,BWC,1.0,0.0
arctic_b0518,Korean,HJK,0.0,0.0
arctic_b0518,Korean,HJK,0.25,0.1
arctic_b0518,Korean,HJK,0.5,0.1
arctic_b0518,Korean,HJK,0.75,0.1
arctic_b0518,Korean,HJK,0.9,0.0
arctic_b0518,Korean,HJK,1.0,0.0
arctic_b0518,Vietnamese,HQTV,0.0,0.3
arctic_b0518,Vietnamese,HQTV,0.25,0.3
arctic_b0518,Vietnamese,HQTV,0.5,0.5
arctic_b0518,Vietnamese,HQTV,0.75,0.1
arctic_b0518,Vietnamese,HQTV,0.9,0.0
arctic_b0518,Vietnamese,HQTV,1.0,0.0
arctic_b0518,Hindi,SVBI,0.0,0.0
arctic_b0518,Hindi,SVBI,0.25,0.0
arctic_b0518,Hindi,SVBI,0.5,0.0
arctic_b0518,Hindi,SVBI,0.75,0.0
arctic_b0518,Hindi,SVBI,0.9,0.0
arctic_b0518,Hindi,SVBI,1.0,0.0
arctic_b0518,Arabic,ZHAA,0.0,0.0
arctic_b0518,Arabic,ZHAA,0.25,0.1
arctic_b0518,Arabic,ZHAA,0.5,0.6
arctic_b0518,Arabic,ZHAA,0.75,0.1
arctic_b0518,Arabic,ZHAA,0.9,0.0
arctic_b0518,Arabic,ZHAA,1.0,0.0
arctic_b0226,Chinese,BWC,0.0,0.0
arctic_b0226,Chinese,BWC,0.25,0.0
arctic_b0226,Chinese,BWC,0.5,0.42857142857142855
arctic_b0226,Chinese,BWC,0.75,0.14285714285714285
arctic_b0226,Chinese,BWC,0.9,0.0
arctic_b0226,Chinese,BWC,1.0,0.0
arctic_b0226,Spanish,EBVS,0.0,0.0
arctic_b0226,Spanish,EBVS,0.25,0.0
arctic_b0226,Spanish,EBVS,0.5,0.0
arctic_b0226,Spanish,EBVS,0.75,0.0
arctic_b0226,Spanish,EBVS,0.9,0.0
arctic_b0226,Spanish,EBVS,1.0,0.0
arctic_b0226,Korean,HJK,0.0,0.0
arctic_b0226,Korean,HJK,0.25,0.0
arctic_b0226,Korean,HJK,0.5,0.2857142857142857
arctic_b0226,Korean,HJK,0.75,0.14285714285714285
arctic_b0226,Korean,HJK,0.9,0.0
arctic_b0226,Korean,HJK,1.0,0.0
arctic_b0226,Vietnamese,HQTV,0.0,0.0
arctic_b0226,Vietnamese,HQTV,0.25,0.14285714285714285
arctic_b0226,Vietnamese,HQTV,0.5,0.5714285714285714
arctic_b0226,Vietnamese,HQTV,0.75,0.2857142857142857
arctic_b0226,Vietnamese,HQTV,0.9,0.0
arctic_b0226,Vietnamese,HQTV,1.0,0.0
arctic_b0226,Hindi,SVBI,0.0,0.0
arctic_b0226,Hindi,SVBI,0.25,0.0
arctic_b0226,Hindi,SVBI,0.5,0.0
arctic_b0226,Hindi,SVBI,0.75,0.0
arctic_b0226,Hindi,SVBI,0.9,0.0
arctic_b0226,Hindi,SVBI,1.0,0.0
arctic_b0226,Arabic,ZHAA,0.0,0.0
arctic_b0226,Arabic,ZHAA,0.25,0.0
arctic_b0226,Arabic,ZHAA,0.5,0.0
arctic_b0226,Arabic,ZHAA,0.75,0.0
arctic_b0226,Arabic,ZHAA,0.9,0.0
arctic_b0226,Arabic,ZHAA,1.0,0.0
arctic_b0171,Chinese,BWC,0.0,0.1111111111111111
arctic_b0171,Chinese,BWC,0.25,0.1111111111111111
arctic_b0171,Chinese,BWC,0.5,0.2222222222222222
arctic_b0171,Chinese,BWC,0.75,0.1111111111111111
arctic_b0171,Chinese,BWC,0.9,0.2222222222222222
arctic_b0171,Chinese,BWC,1.0,0.0
arctic_b0171,Spanish,EBVS,0.0,0.2222222222222222
arctic_b0171,Spanish,EBVS,0.25,0.2222222222222222
arctic_b0171,Spanish,EBVS,0.5,0.2222222222222222
arctic_b0171,Spanish,EBVS,0.75,0.1111111111111111
arctic_b0171,Spanish,EBVS,0.9,0.1111111111111111
arctic_b0171,Spanish,EBVS,1.0,0.0
arctic_b0171,Korean,HJK,0.0,0.3333333333333333
arctic_b0171,Korean,HJK,0.25,0.2222222222222222
arctic_b0171,Korean,HJK,0.5,0.4444444444444444
arctic_b0171,Korean,HJK,0.75,0.2222222222222222
arctic_b0171,Korean,HJK,0.9,0.1111111111111111
arctic_b0171,Korean,HJK,1.0,0.0
arctic_b0171,Vietnamese,HQTV,0.0,0.2222222222222222
arctic_b0171,Vietnamese,HQTV,0.25,0.3333333333333333
arctic_b0171,Vietnamese,HQTV,0.5,0.3333333333333333
arctic_b0171,Vietnamese,HQTV,0.75,0.4444444444444444
arctic_b0171,Vietnamese,HQTV,0.9,0.2222222222222222
arctic_b0171,Vietnamese,HQTV,1.0,0.0
arctic_b0171,Hindi,SVBI,0.0,0.1111111111111111
arctic_b0171,Hindi,SVBI,0.25,0.2222222222222222
arctic_b0171,Hindi,SVBI,0.5,0.3333333333333333
arctic_b0171,Hindi,SVBI,0.75,0.2222222222222222
arctic_b0171,Hindi,SVBI,0.9,0.1111111111111111
arctic_b0171,Hindi,SVBI,1.0,0.0
arctic_b0171,Arabic,ZHAA,0.0,0.3333333333333333
arctic_b0171,Arabic,ZHAA,0.25,0.1111111111111111
arctic_b0171,Arabic,ZHAA,0.5,0.1111111111111111
arctic_b0171,Arabic,ZHAA,0.75,0.1111111111111111
arctic_b0171,Arabic,ZHAA,0.9,0.1111111111111111
arctic_b0171,Arabic,ZHAA,1.0,0.0
arctic_a0087,Chinese,BWC,0.0,0.08333333333333333
arctic_a0087,Chinese,BWC,0.25,0.25
arctic_a0087,Chinese,BWC,0.5,0.25
arctic_a0087,Chinese,BWC,0.75,0.08333333333333333
arctic_a0087,Chinese,BWC,0.9,0.0
arctic_a0087,Chinese,BWC,1.0,0.0
arctic_a0087,Spanish,EBVS,0.0,0.0
arctic_a0087,Spanish,EBVS,0.25,0.16666666666666666
arctic_a0087,Spanish,EBVS,0.5,0.3333333333333333
arctic_a0087,Spanish,EBVS,0.75,0.08333333333333333
arctic_a0087,Spanish,EBVS,0.9,0.0
arctic_a0087,Spanish,EBVS,1.0,0.0
arctic_a0087,Korean,HJK,0.0,0.0
arctic_a0087,Korean,HJK,0.25,0.08333333333333333
arctic_a0087,Korean,HJK,0.5,0.08333333333333333
arctic_a0087,Korean,HJK,0.75,0.0
arctic_a0087,Korean,HJK,0.9,0.0
arctic_a0087,Korean,HJK,1.0,0.16666666666666666
arctic_a0087,Vietnamese,HQTV,0.0,0.08333333333333333
arctic_a0087,Vietnamese,HQTV,0.25,0.25
arctic_a0087,Vietnamese,HQTV,0.5,0.08333333333333333
arctic_a0087,Vietnamese,HQTV,0.75,0.08333333333333333
arctic_a0087,Vietnamese,HQTV,0.9,0.0
arctic_a0087,Vietnamese,HQTV,1.0,0.0
arctic_a0087,Hindi,SVBI,0.0,0.0
arctic_a0087,Hindi,SVBI,0.25,0.16666666666666666
arctic_a0087,Hindi,SVBI,0.5,0.08333333333333333
arctic_a0087,Hindi,SVBI,0.75,0.08333333333333333
arctic_a0087,Hindi,SVBI,0.9,0.0
arctic_a0087,Hindi,SVBI,1.0,0.0
arctic_a0087,Arabic,ZHAA,0.0,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.25,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.5,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.75,0.08333333333333333
arctic_a0087,Arabic,ZHAA,0.9,0.0
arctic_a0087,Arabic,ZHAA,1.0,0.0
arctic_b0028,Chinese,BWC,0.0,0.0
arctic_b0028,Chinese,BWC,0.25,0.1111111111111111
arctic_b0028,Chinese,BWC,0.5,0.7777777777777778
arctic_b0028,Chinese,BWC,0.75,0.1111111111111111
arctic_b0028,Chinese,BWC,0.9,0.2222222222222222
arctic_b0028,Chinese,BWC,1.0,0.1111111111111111
arctic_b0028,Spanish,EBVS,0.0,0.0
arctic_b0028,Spanish,EBVS,0.25,0.1111111111111111
arctic_b0028,Spanish,EBVS,0.5,0.4444444444444444
arctic_b0028,Spanish,EBVS,0.75,0.1111111111111111
arctic_b0028,Spanish,EBVS,0.9,0.0
arctic_b0028,Spanish,EBVS,1.0,0.0
arctic_b0028,Korean,HJK,0.0,0.0
arctic_b0028,Korean,HJK,0.25,0.1111111111111111
arctic_b0028,Korean,HJK,0.5,0.2222222222222222
arctic_b0028,Korean,HJK,0.75,0.1111111111111111
arctic_b0028,Korean,HJK,0.9,0.0
arctic_b0028,Korean,HJK,1.0,0.0
arctic_b0028,Vietnamese,HQTV,0.0,0.0
arctic_b0028,Vietnamese,HQTV,0.25,0.3333333333333333
arctic_b0028,Vietnamese,HQTV,0.5,0.6666666666666666
arctic_b0028,Vietnamese,HQTV,0.75,0.2222222222222222
arctic_b0028,Vietnamese,HQTV,0.9,0.1111111111111111
arctic_b0028,Vietnamese,HQTV,1.0,0.0
arctic_b0028,Hindi,SVBI,0.0,0.0
arctic_b0028,Hindi,SVBI,0.25,0.3333333333333333
arctic_b0028,Hindi,SVBI,0.5,0.5555555555555556
arctic_b0028,Hindi,SVBI,0.75,0.1111111111111111
arctic_b0028,Hindi,SVBI,0.9,0.0
arctic_b0028,Hindi,SVBI,1.0,0.0
arctic_b0028,Arabic,ZHAA,0.0,0.0
arctic_b0028,Arabic,ZHAA,0.25,0.1111111111111111
arctic_b0028,Arabic,ZHAA,0.5,0.6666666666666666
arctic_b0028,Arabic,ZHAA,0.75,0.1111111111111111
arctic_b0028,Arabic,ZHAA,0.9,0.1111111111111111
arctic_b0028,Arabic,ZHAA,1.0,0.0
arctic_b0177,Chinese,BWC,0.0,0.0
arctic_b0177,Chinese,BWC,0.25,0.1
arctic_b0177,Chinese,BWC,0.5,0.4
arctic_b0177,Chinese,BWC,0.75,0.2
arctic_b0177,Chinese,BWC,0.9,0.0
arctic_b0177,Chinese,BWC,1.0,0.2
arctic_b0177,Spanish,EBVS,0.0,0.1
arctic_b0177,Spanish,EBVS,0.25,0.3
arctic_b0177,Spanish,EBVS,0.5,0.6
arctic_b0177,Spanish,EBVS,0.75,0.2
arctic_b0177,Spanish,EBVS,0.9,0.0
arctic_b0177,Spanish,EBVS,1.0,0.1
arctic_b0177,Korean,HJK,0.0,0.0
arctic_b0177,Korean,HJK,0.25,0.1
arctic_b0177,Korean,HJK,0.5,0.1
arctic_b0177,Korean,HJK,0.75,0.0
arctic_b0177,Korean,HJK,0.9,0.2
arctic_b0177,Korean,HJK,1.0,0.0
arctic_b0177,Vietnamese,HQTV,0.0,0.1
arctic_b0177,Vietnamese,HQTV,0.25,0.2
arctic_b0177,Vietnamese,HQTV,0.5,0.3
arctic_b0177,Vietnamese,HQTV,0.75,0.1
arctic_b0177,Vietnamese,HQTV,0.9,0.0
arctic_b0177,Vietnamese,HQTV,1.0,0.0
arctic_b0177,Hindi,SVBI,0.0,0.1
arctic_b0177,Hindi,SVBI,0.25,0.1
arctic_b0177,Hindi,SVBI,0.5,0.1
arctic_b0177,Hindi,SVBI,0.75,0.0
arctic_b0177,Hindi,SVBI,0.9,0.0
arctic_b0177,Hindi,SVBI,1.0,0.0
arctic_b0177,Arabic,ZHAA,0.0,0.2
arctic_b0177,Arabic,ZHAA,0.25,0.1
arctic_b0177,Arabic,ZHAA,0.5,0.2
arctic_b0177,Arabic,ZHAA,0.75,0.1
arctic_b0177,Arabic,ZHAA,0.9,0.2
arctic_b0177,Arabic,ZHAA,1.0,0.1
arctic_b0312,Chinese,BWC,0.0,0.125
arctic_b0312,Chinese,BWC,0.25,0.25
arctic_b0312,Chinese,BWC,0.5,0.25
arctic_b0312,Chinese,BWC,0.75,0.25
arctic_b0312,Chinese,BWC,0.9,0.0
arctic_b0312,Chinese,BWC,1.0,0.25
arctic_b0312,Spanish,EBVS,0.0,0.625
arctic_b0312,Spanish,EBVS,0.25,0.375
arctic_b0312,Spanish,EBVS,0.5,0.25
arctic_b0312,Spanish,EBVS,0.75,0.375
arctic_b0312,Spanish,EBVS,0.9,0.0
arctic_b0312,Spanish,EBVS,1.0,0.25
arctic_b0312,Korean,HJK,0.0,0.0
arctic_b0312,Korean,HJK,0.25,0.125
